GeneName,RPKM          Oligodendrocytes div1                  1,RPKM          Oligodendrocytes div1                    2,RPKM          Oligodendrocytes div1                    3,RPKM          Oligodendrocytes div2.5                    1,RPKM          Oligodendrocytes div2.5                    2,RPKM          Oligodendrocytes div2.5                    3,RPKM          Oligodendrocytes div4                    1,RPKM          Oligodendrocytes div4                    2,RPKM          Oligodendrocytes div4                    3,RPKM          adult microglia 1,RPKM          adult microglia 2,RPKM          adult microglia 3,RPKM          Astrocytes 1,RPKM          Astrocytes 2,RPKM          Astrocytes 3,RPKM          cortical neurons div05                  1,RPKM          cortical neurons div05                  2,RPKM          cortical neurons div05                  3,RPKM          cortical neurons div10                  1,RPKM          cortical neurons div10                  2,RPKM          cortical neurons div10                  3
Wdr45,2.223132,3.461995,2.903282,1.977376,2.353669,2.879935,3.74819,2.978236,3.904981,2.982606,3.886474,2.609277,7.830165,7.209639,9.332945,3.63799,2.809802,3.575872,4.83346,3.002321,4.143151
Islr,2.2203,1.920881,0.3221759,4.962461,3.736964,1.0786,8.784548,7.05053,3.791673,0.2482339,0.2464459,NaN,19.57944,17.08015,17.4471,0.7124227,0.374163,0.5952194,1.349568,1.332665,2.758582
Zfp160,2.219813,2.066149,2.732341,2.136776,1.795344,2.379836,2.04423,2.255978,2.756295,2.156593,1.529329,1.401515,2.15682,2.840293,1.779758,2.740997,2.167089,2.142319,2.834545,2.646368,2.723394
Pou3f1,2.219685,3.506724,3.612973,5.46732,8.111106,8.063818,13.51161,17.49695,21.35934,3.107459,3.181486,1.902952,1.631588,1.659504,2.056921,78.25809,95.92184,96.67826,59.04871,74.65493,73.48006
Was,2.219593,1.872262,0.4831101,0.9111822,1.626869,1.347821,1.122667,0.7433739,0.9746912,13.67953,13.30384,13.87228,1.30295,1.632141,1.209559,NaN,NaN,0.2677635,0.2335048,0.2997542,0.4230569
Slc25a29,2.218604,1.228425,2.832983,0.8500578,1.011823,1.437035,1.196978,0.9246754,1.948514,NaN,0.1477546,NaN,0.5556777,0.9370174,0.859748,1.708509,1.944161,1.141948,2.240647,1.118584,2.255298
Dtwd2,2.21677,1.342479,2.010398,2.654235,2.1664,2.333251,1.644484,1.649841,3.082596,1.394096,1.476325,1.691177,1.301293,1.003117,0.7158644,1.600403,1.961233,2.406806,1.476983,1.496865,1.877861
Lsm1,2.215596,2.683535,2.89344,2.021203,2.165253,1.674267,1.394581,1.97876,2.270184,0.7431238,1.721467,0.8668107,3.00584,2.673563,1.550218,4.26548,4.23153,3.326167,3.729349,4.388478,4.254231
Ppp1r16a,2.214939,1.724618,1.157033,2.364106,2.272841,2.044391,2.599126,3.461804,2.237089,1.782968,1.548861,1.559797,4.576767,5.412359,4.613511,4.989132,4.927026,3.740828,3.728243,2.751956,1.913836
Plekha2,2.214361,3.508834,1.826418,4.688704,4.100298,2.264663,6.366434,5.048232,2.866003,18.41138,19.03554,17.15329,26.3807,25.78902,24.72694,0.4038729,0.4124424,0.4499071,0.7356455,0.5036592,0.5923645
Cabp1,2.21372,2.808942,1.284885,1.009746,0.9615198,2.389785,0.7962285,1.757409,1.080124,0.4949964,0.2457156,NaN,0.9240906,1.558258,0.9531725,21.59347,20.64233,26.5868,23.3922,24.71411,28.25418
1700012L04Rik,2.213252,2.297739,NaN,0.4542894,0.5407404,2.150351,NaN,0.4941666,NaN,NaN,0.552743,0.7793041,1.039382,NaN,0.536046,0.639145,NaN,1.067994,NaN,1.195591,0.5624642
Ikbkg,2.212348,2.501873,2.30448,2.497572,2.586773,1.957557,3.325036,3.528322,3.712555,2.941637,3.512433,3.449796,4.638205,4.576532,4.363165,1.323403,1.19836,1.486956,2.028186,1.878019,1.726864
Heatr5b,2.211275,1.920881,2.160936,1.852586,2.249235,1.709975,2.154746,1.853989,2.734761,0.7265381,1.081958,1.080517,1.017261,0.8576832,1.661351,1.72024,0.7300741,1.045263,1.215371,1.413925,1.789103
Fnip2,2.210912,2.465333,2.316988,2.588393,2.5608,3.182338,3.512215,2.084276,2.804761,8.280672,9.407149,8.938107,1.499742,1.963878,1.705601,3.074111,2.815056,2.884486,3.066762,3.317576,3.537698
Sestd1,2.210774,2.126405,2.405953,1.788431,2.414722,2.495406,1.42078,1.655057,1.199246,1.897385,2.01363,1.923185,0.9160752,0.8532859,0.7559239,5.820976,6.147202,5.365368,5.800745,5.655139,6.411525
Fam211b,2.209764,2.359665,2.693436,1.244087,1.172329,1.533545,0.7664197,1.184131,1.2199,0.06352866,0.06307109,NaN,1.66039,1.771335,2.140805,4.886312,4.596325,3.655923,3.400715,2.796685,2.631393
Endod1,2.209538,2.361351,1.923686,3.148012,4.445684,3.093836,9.782122,10.21499,11.81453,0.9808569,1.23347,1.281406,3.906402,3.470049,4.470048,0.5254715,1.051339,0.752613,1.531415,1.193585,1.453347
Wee1,2.209044,1.587718,1.257513,4.952804,4.234666,3.219395,3.506701,2.807601,2.089357,2.992202,3.310153,4.427605,5.107229,3.998484,3.539409,0.6870014,0.773168,0.4099859,0.7865677,1.009731,0.6045791
Abcf3,2.208708,1.926138,1.461452,1.958501,1.554135,2.832637,3.932407,3.6296,3.336494,1.333464,1.853404,1.244327,2.323436,3.438173,2.225374,2.041065,2.322587,2.216866,1.858877,3.05443,3.861809
Bcl2l11,2.207365,1.947884,1.77766,2.854412,2.696512,3.216949,1.920349,2.316406,1.841711,11.10545,9.37164,11.4253,3.161684,3.196357,3.100798,1.912335,1.562329,2.769398,1.068205,1.371273,1.851195
Atp2b4,2.207046,1.818489,1.15901,3.365259,3.2867,0.8168846,3.515524,3.253919,1.415312,0.3525029,0.2099784,0.2960453,15.8925,18.64272,22.97687,3.601549,2.904591,2.569522,5.69037,4.617559,4.950051
Cd1d1,2.206647,1.636344,0.823358,0.7764577,2.002471,4.287868,2.040903,1.829999,1.938012,1.903171,0.7872764,2.441932,0.59216,1.283832,1.221592,1.456543,2.071803,1.977498,1.32653,2.213757,1.602245
Triqk,2.206248,2.099595,0.8003422,2.113308,1.257735,1.60766,2.6782,1.149407,1.77619,0.7399883,0.3673292,0.258946,7.079967,8.486023,9.262061,2.548489,2.416667,1.951792,2.78521,3.178154,3.177211
Aig1,2.204852,0.5722547,1.439705,2.262827,2.154753,2.142191,4.01476,3.446039,1.936436,2.773201,3.854517,3.105386,1.812015,4.489759,4.005088,2.546877,1.950688,0.7979554,2.087586,0.2977634,2.241318
C1ql3,2.204155,1.620876,3.278291,2.563726,2.064319,1.606135,2.898632,2.132588,0.9679118,0.0924108,0.09174521,0.3880506,10.09232,13.29878,13.16812,1.273036,0.7428845,0.7977031,1.236697,1.488346,1.400381
Slc36a1,2.20318,2.973468,2.062012,2.939444,2.691399,2.461651,2.496178,2.705548,2.612206,3.269895,3.631503,3.956365,1.603711,2.293025,1.814263,3.181182,2.673201,3.029931,2.734982,4.879617,4.983151
Tbxas1,2.202901,1.21973,2.812932,3.737897,4.59274,3.567159,5.467127,5.115299,5.288241,31.62346,34.47658,37.43851,7.724426,8.373468,8.678905,0.3392832,0.4454772,0.5669329,0.6179968,0.952,0.2985781
Wasf2,2.20283,1.84429,0.8661237,1.575233,2.013888,1.864067,1.782701,1.58658,1.248167,4.004046,2.55549,2.301883,1.668528,1.221895,1.858721,0.4104099,0.2155464,0.1371567,0.1794126,NaN,NaN
Yod1,2.201251,1.97007,0.9912783,2.056588,1.631971,2.138692,1.412853,1.355827,1.399956,0.6110172,0.3033082,0.5345371,0.7842214,1.305228,1.397193,1.578239,1.611726,1.758129,2.108133,2.132195,1.080249
Itpripl2,2.200676,1.933194,0.5895295,1.459365,1.819799,1.356892,1.917955,1.54967,1.115059,13.54166,9.343242,11.68275,2.543942,2.681093,1.927001,0.0977713,0.2567464,0.1225299,0.2493235,NaN,0.1720826
Mir1983,2.200676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.852118,NaN,NaN
Snora17,2.200676,2.284684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.099505,NaN,NaN,NaN,NaN,2.225136,NaN,NaN,NaN,NaN
Tmem129,2.200676,0.9407521,0.6762249,2.763391,3.289263,2.012361,2.82858,3.352802,3.638152,1.43282,2.327728,1.823238,4.133905,5.623536,4.891062,2.093456,0.392671,0.7495945,1.74317,2.377596,1.973888
Aqp11,2.197347,0.2281227,1.530458,1.08246,1.717935,1.067449,1.95609,0.5887386,1.350891,0.4422018,0.8780336,0.6189632,1.857443,2.187522,1.277266,2.284387,1.777416,2.332702,4.253426,4.747998,3.797271
Cenpj,2.197145,1.935409,1.507131,2.842563,2.017087,2.328767,2.370801,2.140671,2.046617,3.885659,3.32558,2.250569,2.001102,1.747447,2.967113,2.30725,1.413724,1.991932,1.456903,1.078992,1.48899
A230070E04Rik,2.197109,2.606835,1.229699,0.5154013,0.4601114,2.439621,2.286092,1.822089,3.170116,0.3158243,0.1567748,NaN,0.7370009,0.568126,0.9122339,10.15174,11.10765,11.20788,14.92501,14.58156,19.9415
Abhd8,2.195133,2.582786,1.656325,3.484411,3.003357,3.270213,2.368629,4.574465,4.112853,1.914277,1.900489,1.855019,6.735038,7.284392,8.364749,15.04486,12.2814,13.41718,16.75023,15.02018,18.44656
Jakmip1,2.195133,1.139464,1.380271,0.400507,0.2383616,1.303346,0.6908503,0.8713266,0.9639499,0.2454201,0.487305,0.5152829,2.40537,1.545174,1.772193,26.90607,28.60729,28.71746,29.14869,24.63836,24.79376
Frmd4b,2.194988,1.679099,2.011598,7.493201,6.491788,8.69879,12.71496,9.64701,12.53052,6.393416,8.251577,6.020276,2.875403,2.143351,2.18245,4.470456,4.730792,5.407395,3.111293,1.248132,2.055136
2810459M11Rik,2.194283,1.752343,2.27779,3.118125,3.299114,0.6559759,3.551568,2.562718,1.630668,0.2547606,0.3372343,0.1188654,19.26193,18.94227,18.31465,0.9748725,1.024002,0.651594,0.9943967,0.5470819,1.115287
Mlh3,2.194189,1.000075,1.677357,1.977264,1.569024,1.247901,1.732398,1.290496,2.256083,1.18469,1.015772,0.8291233,1.608476,1.88893,2.22941,1.978194,1.731572,1.807699,1.666496,0.9829265,2.339283
Dot1l,2.193719,2.648211,3.153579,2.890171,2.941594,2.874877,2.064335,2.369292,2.733166,3.696043,2.344353,2.730439,0.5750005,0.5540576,0.790795,1.237544,1.65068,1.526308,1.245154,2.039371,2.230002
Gne,2.192548,2.760552,2.55873,1.646954,2.325088,1.359725,2.642694,2.666452,3.113784,0.8918599,2.050484,1.57688,1.840242,1.815435,2.395292,2.640437,2.12258,1.890899,2.983852,2.066412,1.754596
Msra,2.190913,2.408345,1.458654,2.010442,2.14113,2.629506,1.773057,2.647321,1.697818,4.798105,3.089868,2.541209,2.663013,2.682656,2.996531,13.54709,12.24911,18.03483,9.653362,8.354285,12.31482
St6galnac4,2.18979,2.699641,2.383116,1.573158,2.140033,1.263236,1.827527,2.750221,1.983307,4.751091,4.921952,5.493681,2.313818,2.291475,2.850704,2.924709,2.214128,2.443554,3.109987,2.291902,2.921634
Plekhg5,2.18944,2.419665,3.135987,2.84138,1.725557,3.705474,2.572062,2.523098,2.667248,1.847722,1.340533,1.293156,5.771185,5.560984,4.310655,5.058149,4.998847,3.817045,4.398611,4.883523,4.451303
Copz2,2.188832,1.298507,0.8167108,3.594217,4.889364,0.6076074,3.795799,4.74751,1.373118,2.517075,1.874209,4.404033,16.15294,21.79045,10.60263,NaN,0.6323314,0.3017743,0.2631642,NaN,0.9535857
Dlx6as1,2.188758,1.917262,2.381993,1.179313,1.804802,9.303675,1.328485,1.527181,2.102517,NaN,0.1366565,0.3853399,0.1927274,0.1238052,0.1325285,8.45396,8.437388,7.129179,6.965393,11.60191,10.01231
Creb3l2,2.188738,0.9089158,1.9818,2.659606,2.139005,2.807025,2.196408,2.580301,4.229023,1.057126,0.6122154,0.4932305,0.4933775,0.8715803,0.9329916,0.2022611,0.1770452,0.08449317,NaN,0.0945879,0.2669925
Gabrb1,2.186478,0.6485554,0.2719442,4.231486,4.273593,0.4552155,4.044498,2.371203,3.017612,0.3142961,0.4680485,0.8798595,15.84219,19.7882,22.8468,16.59715,12.3172,9.797119,22.60778,25.98482,24.76657
Usp30,2.186478,1.297111,2.35685,2.137114,2.645558,2.731293,4.297279,3.812522,5.212239,1.990542,0.9360971,2.346292,4.107235,1.88459,3.63128,1.082423,2.21078,2.110149,3.242202,2.474745,2.222641
Ccdc85a,2.186437,2.11061,2.571494,2.141573,1.761887,3.428693,2.793844,1.952718,2.324528,1.582479,1.341166,1.944916,2.089607,2.082929,1.969561,2.436988,4.499047,5.367821,4.099947,4.724424,4.796134
Ocrl,2.186237,2.618877,2.781892,2.80753,2.355696,2.723211,2.676592,1.902475,1.870854,3.384354,2.463984,2.684403,2.369297,2.232268,1.900781,4.66223,4.08099,4.273932,4.293253,4.481736,4.55876
Vangl2,2.185096,3.602926,2.461937,2.84936,2.889133,2.122996,2.392473,2.525498,3.047958,0.7760054,1.284027,0.9051652,2.414493,3.024517,3.611195,1.633213,3.898911,3.349294,2.379889,1.944158,2.221236
Bcl2,2.180985,1.612884,0.7543285,2.796382,1.605871,1.422344,4.013612,2.534872,1.495644,2.79579,1.910127,2.65098,14.25502,14.19548,18.37955,1.414954,1.69168,1.412843,1.483523,2.324043,2.338539
Tdrd3,2.179249,2.069891,2.502842,1.979585,1.495344,2.748005,1.651046,1.407961,1.628893,0.5132082,0.4168732,0.718353,2.046828,1.76246,1.706962,3.213578,3.141118,2.640152,2.41943,1.603027,1.979623
Dfna5,2.17901,0.9897082,1.422831,2.012675,1.46403,1.058541,2.424708,1.581194,1.435305,3.562906,3.129101,3.644425,1.40704,2.834837,1.583258,5.977938,9.226021,6.834558,5.387032,6.474016,4.014776
Trmt12,2.178845,1.897177,1.591002,1.500375,2.129337,1.707196,3.071539,2.887521,2.16051,1.555891,1.053194,1.187906,1.78239,2.544402,2.723679,0.9742592,1.065998,1.017475,1.537979,1.746523,1.571851
Rgp1,2.178174,2.672472,1.422285,1.910292,2.22544,2.693436,1.842873,2.608523,2.434735,1.14567,1.087966,0.9761223,2.278297,2.105711,2.589793,0.9721146,1.101192,1.194395,0.9999163,1.71148,1.811618
Mfsd6,2.177061,2.2088,3.575434,3.04678,2.756201,2.88435,2.442561,2.960707,2.390035,0.3485041,0.5931326,1.184686,2.230661,2.104635,1.629777,4.458012,4.352489,4.011116,4.913743,3.795406,5.633264
Pycard,2.176969,2.54258,1.066123,1.563947,3.324224,2.643875,2.202215,1.33668,0.9559734,18.8931,26.23264,19.16322,1.022343,2.462766,1.845404,0.3143336,0.1375728,0.3939321,NaN,0.1469989,0.2766217
Sesn1,2.174972,2.257998,1.136155,1.642871,1.785464,2.028633,2.182594,2.253276,1.069708,6.127785,7.30038,6.984329,6.455281,5.826482,5.225606,1.205934,2.375078,1.595274,2.855556,3.007776,2.741571
Nrsn1,2.174931,2.681323,1.420167,1.227666,1.992668,3.83003,6.270439,5.827328,7.40186,0.2735567,NaN,0.1914528,1.276733,0.8611615,1.05353,15.85899,16.2184,13.64353,48.85014,83.85782,63.56345
Inpp4a,2.174383,1.823274,2.002295,5.046752,5.925416,4.753323,3.68856,3.921252,4.186598,1.514702,1.545564,1.649024,2.042258,2.043561,1.539387,7.438444,6.722492,6.941113,8.094183,9.938878,11.60432
Btbd6,2.17414,4.890458,3.575416,2.380061,2.360821,3.168527,1.759483,1.294491,2.439869,4.739925,3.13719,3.062131,8.168116,8.635811,7.372026,7.534204,10.74727,7.926689,13.41842,11.48364,11.90997
Pex3,2.17414,2.507927,3.470257,2.082553,4.603601,2.46441,2.736974,3.667723,2.121625,1.823048,2.171901,1.190829,3.176489,4.809819,3.393472,2.929968,2.808945,2.681086,3.151295,3.262398,4.788547
Rad51,2.173914,1.12845,0.8280435,2.565737,2.522865,2.904181,3.078775,2.426918,1.789935,4.785004,3.664702,4.784082,1.403749,2.21338,1.447926,0.627785,0.5495191,1.180138,0.3430489,0.7339632,0.6905839
Gm3696,2.172898,2.255845,2.837679,2.118531,2.919847,2.902824,1.758478,1.698048,1.669825,0.9565533,0.2713325,0.7650952,0.3826616,0.8603563,0.5262724,23.84468,28.56163,36.17398,20.57331,24.06274,21.26004
Gse1,2.172507,1.691579,2.291559,2.915672,2.653929,4.627446,3.482512,3.544738,2.935428,3.110867,3.213669,3.64826,1.37341,2.003986,2.226137,3.909052,3.04152,3.507882,2.531645,3.069366,3.100308
Nhsl2,2.172343,1.627514,1.988793,2.096155,1.685254,2.284676,0.5618442,0.3600243,0.3343714,0.2253453,0.3132111,0.1892536,0.3365511,0.2634881,0.3471426,0.465648,0.339663,0.1512943,1.168586,0.9920244,0.6374392
Parvg,2.169372,1.072469,1.259144,2.79892,3.028685,3.011027,1.839226,1.476174,2.449639,11.64192,14.65398,13.67662,7.179941,5.048584,4.503587,0.1193283,0.3133548,0.1993943,0.173883,0.4464334,0.105012
Kit,2.169015,1.812435,2.07264,1.737403,2.068029,1.747577,4.409744,4.346795,5.436109,0.1064634,0.3699382,0.3725502,1.09314,1.149082,1.025038,4.338759,4.279263,3.67603,8.637594,13.54593,10.91689
Kbtbd3,2.168682,3.317953,2.384988,2.62399,3.457977,3.216022,4.89571,4.179543,5.513515,0.9188066,0.6841417,1.607602,2.465724,2.479217,1.990426,0.7910832,1.038688,0.8812522,1.152752,1.356491,0.4641158
Eefsec,2.168639,2.81428,3.020926,1.335397,2.3313,1.474905,3.159057,2.324188,3.333105,1.854804,2.058086,2.748945,2.851608,2.257076,1.575723,2.755552,3.179477,2.616166,2.372702,1.640089,1.43293
Ccl12,2.16783,1.687938,0.4718435,4.449663,8.47429,NaN,5.701724,4.840252,NaN,25.63038,48.18455,12.97629,8.653436,9.809713,7.875677,NaN,NaN,NaN,NaN,NaN,0.5509211
Crebbp,2.166964,2.088993,2.189826,1.683842,1.437028,1.954995,1.565782,1.520614,1.56331,2.336182,1.700861,2.125516,1.889911,2.696593,2.32427,3.70997,3.638706,4.107942,3.745191,3.302727,3.146862
Ercc4,2.16686,2.699492,3.093908,2.277208,2.498797,2.736862,2.630387,2.167462,2.626235,1.439019,1.948166,1.586976,2.116599,2.039507,2.18321,2.352813,2.147125,2.174864,2.297808,2.29424,2.378914
Cd83,2.16682,1.405959,0.8253412,2.112605,1.45584,2.631549,3.068728,2.298048,2.140913,13.76309,21.5106,13.73319,4.706292,3.064106,4.460803,0.1564341,0.8215886,0.1306985,0.9118118,1.170509,0.5506642
Med12,2.166547,2.856193,2.425187,2.117633,2.218143,2.272036,1.753338,2.487799,1.842388,1.764776,1.683357,2.082726,1.776498,1.711793,2.132254,1.588972,1.49519,1.46032,1.476081,1.894871,2.167422
Saal1,2.163678,1.989556,2.421976,2.182503,2.0541,2.402499,1.851075,1.766759,1.900274,2.301538,1.420381,1.480164,1.858014,2.237926,1.916487,3.427634,3.250337,2.983064,2.497344,2.805148,2.199464
Plcb1,2.163565,2.500438,2.736639,3.351629,3.670287,4.481787,1.090199,0.765625,1.183128,0.2464548,0.2446797,0.05749504,0.8051704,0.6650093,0.9887021,6.695932,7.01687,5.830741,7.695814,11.77571,11.16273
Nid1,2.162093,1.745822,0.9202744,1.262332,1.925147,0.980302,2.760691,3.089563,1.476909,0.04834525,NaN,0.1353406,4.061429,3.870018,4.096151,0.05549969,0.09716108,0.1854769,0.04043657,0.1038183,0.1465235
Dock2,2.161378,1.944701,1.379955,2.366091,2.675539,2.519943,2.623733,2.252062,2.21463,28.12763,27.7811,30.64451,2.436051,1.956104,1.744942,0.166444,0.2913868,0.1390617,0.4244436,0.1556759,0.5126626
Nfkbie,2.159771,5.107273,1.984822,1.379193,2.110697,1.28235,1.747855,1.285936,1.686083,5.312266,5.393868,3.548876,2.253926,2.389016,1.278672,NaN,0.6066046,0.6947914,0.3029486,0.259267,0.1219718
Pbx4,2.156565,3.582221,3.191862,3.895355,2.739832,2.933386,3.141467,3.852079,2.651638,NaN,0.4308687,0.3037377,10.73526,10.14908,7.312432,5.480419,6.977709,9.573885,6.715473,7.455802,9.207376
Gm14501,2.155765,2.238058,NaN,0.4424897,0.5266952,2.094498,NaN,0.4813312,NaN,NaN,0.538386,0.7590625,1.012385,NaN,0.5221228,0.6225438,NaN,1.040254,NaN,1.164537,0.5478547
Tanc2,2.155583,1.958135,2.516499,1.387691,1.484198,1.880129,1.506583,1.706394,1.764085,1.503501,1.712902,2.104496,0.7592247,0.7980784,1.044158,7.724551,6.934904,6.217355,8.905908,8.997934,9.711151
A930013F10Rik,2.15532,1.491731,1.667984,1.867905,2.457404,3.1411,1.744252,1.711047,1.787771,1.807267,0.5980834,1.686458,1.12464,1.300414,0.5800169,3.734493,2.421417,3.813477,3.224792,4.269088,4.503655
Pop4,2.153545,1.738919,2.916568,4.125651,3.507686,3.719718,2.323754,2.778161,3.992902,0.4815409,0.9561453,1.348055,2.022685,2.165571,3.013603,1.658407,0.7258269,1.847435,2.215218,1.034078,1.945922
Oxld1,2.151772,0.3723188,1.873394,0.5888937,1.05144,0.6968731,0.2902302,1.281173,2.519757,2.886868,1.433038,1.515314,5.052551,3.570251,4.516684,1.242782,1.450459,1.384436,1.810959,1.9373,1.09368
2310067B10Rik,2.151342,3.742564,2.682972,2.768838,2.670691,2.146693,2.540967,2.336807,2.502231,1.228623,1.68445,1.310279,2.894396,2.525864,2.760165,2.014919,2.234044,1.122291,2.202077,2.198658,1.891393
Cish,2.150777,1.674659,1.521428,1.545131,0.7882149,1.959049,1.305432,1.440652,1.18059,0.1352593,0.1342851,0.3786531,0.1262553,0.9732543,0.6511434,7.45324,5.164869,7.524388,5.65663,6.244903,6.149105
Kcnab2,2.150635,1.91377,2.340503,1.954934,2.40202,2.761143,3.107965,2.057939,2.76577,11.05189,12.66033,11.89974,1.226399,2.572002,1.637052,2.927865,3.727779,3.928731,7.30465,4.813029,5.777825
Ptges,2.150592,4.63076,1.10955,1.373332,1.478992,1.315594,1.353665,1.28047,0.6995487,11.70143,9.627913,12.00368,0.8977387,1.369648,1.080323,0.09200743,NaN,0.4612257,0.1340716,0.4302751,0.1619379
C1qtnf5,2.148422,1.467391,1.132131,2.088865,2.375869,0.8239596,3.202813,3.383089,1.688257,NaN,0.2259168,0.1592583,9.292839,9.466049,8.435057,0.3265386,0.1714974,0.1636911,0.5234089,0.3054132,0.574725
Gnaz,2.147354,2.229326,0.727046,1.469211,1.282454,2.781769,1.448171,1.065452,0.8381944,0.2400783,NaN,0.1680225,2.913257,2.807149,3.00494,11.29987,12.42421,13.01,16.36557,16.3688,14.67373
Zbed6,2.146615,1.325089,2.070947,1.238476,1.190666,1.240092,1.173789,1.554449,1.22289,1.634566,0.9852669,0.9805504,0.7083864,1.102638,0.6182676,1.072262,1.290552,0.6718954,1.220689,0.7521694,1.533381
Bhlhe40,2.146243,2.034418,1.381124,3.141208,3.465394,2.266572,2.26553,2.166841,1.147368,2.347377,1.305063,3.285694,5.258678,5.151597,6.418605,1.401273,1.603985,1.440917,1.178025,1.108985,1.138299
Ngef,2.146049,1.871496,1.494729,2.537255,1.426155,1.75145,2.01463,1.456653,1.432442,0.4318785,0.600275,0.6045134,9.352594,9.01195,8.565806,16.06362,13.3666,11.43264,30.4877,41.17794,37.60981
Slc20a2,2.144125,2.14353,2.074151,5.998409,5.742965,4.243535,4.948512,6.383099,5.998028,0.7990578,0.6346421,0.7829258,5.668581,5.174637,5.308438,0.5503845,0.8029468,0.6131183,1.26985,1.286944,2.421763
Foxp1,2.141752,2.964681,1.635675,3.362658,3.451758,3.066566,3.588178,3.020227,2.673025,9.111781,9.871943,8.837859,8.434643,8.535504,9.828551,15.23457,16.26068,17.91386,16.34923,14.04599,17.34101
Pet112,2.14058,2.09157,2.411781,1.757492,2.214997,2.202083,3.057041,2.811416,4.312913,3.674281,2.641522,1.773449,2.601834,3.532687,4.879483,3.490779,3.182899,1.944332,2.225431,2.448707,3.583972
Mcph1,2.138263,1.044653,0.9855697,1.549049,1.16776,0.9776441,0.9670151,1.123349,0.9942103,2.088276,1.319331,2.480141,1.358577,1.081426,1.401333,0.87175,1.653316,1.031808,1.16444,1.087136,1.598256
Sort1,2.1378,2.436996,1.970713,3.441586,3.932657,4.154088,10.44829,10.85669,14.50497,2.615052,2.80559,3.129024,4.252017,5.045562,4.629488,3.825186,3.687368,3.074527,4.621475,4.211741,4.900256
Phka1,2.137697,2.2193,1.695705,1.989141,2.228399,1.523092,1.614658,2.078894,1.66885,1.76859,0.8541982,1.405041,1.740094,1.977664,1.472702,0.7133548,0.6244208,0.3667681,0.7196454,0.872498,1.158961
Ppapdc1a,2.135951,1.663115,1.627166,2.192113,3.65298,2.334653,1.080361,2.384536,2.813883,0.2686538,0.5334377,NaN,0.75231,NaN,NaN,0.6168219,NaN,1.288365,0.6741164,0.865375,1.085639
Glce,2.135489,2.151802,1.640485,2.165855,1.84144,1.647634,1.626544,2.131594,1.544543,1.011184,1.568595,1.238462,1.769758,1.250553,1.642909,1.81379,2.349743,1.515396,3.171626,2.917888,3.511601
Eftud1,2.135369,3.366379,2.272248,2.986956,2.859756,2.305202,2.752169,2.613446,3.264605,2.307804,2.76522,2.784745,2.154178,2.505176,2.451831,3.106109,3.278637,2.289804,3.727431,4.186847,4.904142
Qsox2,2.135078,2.093438,2.271939,1.94775,2.782086,1.843911,2.207835,2.754339,3.021085,0.3580588,0.5924665,1.169433,1.782525,1.395551,1.953537,0.9591089,0.5996691,0.2289492,0.8984548,2.691178,2.170391
Nkrf,2.134643,2.493145,2.477973,1.168411,0.6084571,1.036988,1.655539,1.35041,1.874773,0.7159715,0.3554073,1.252709,0.5847716,1.126946,0.8616784,1.849332,2.967756,2.918507,2.320534,2.786723,2.983678
Ddi2,2.13414,3.067764,2.572674,4.11094,3.288906,4.386225,5.181335,4.178564,3.604484,7.268152,7.625792,6.358408,2.8525,3.194324,3.737478,3.034087,3.070801,2.693372,2.625098,2.660435,1.835677
Lcat,2.132814,2.214231,2.599643,7.004462,6.461491,3.1083,8.112382,8.000275,4.308285,0.4292149,0.2130617,0.9011777,15.62507,17.37227,14.05055,0.2463664,0.8626077,0.8233432,0.7180015,0.6912834,1.300853
Hmgn5,2.13259,2.688427,2.652419,4.00213,4.9126,2.219981,3.451715,3.537166,1.605404,3.831874,3.804275,4.719959,4.578295,4.549403,4.574803,2.463406,3.696502,2.646183,1.410212,1.810314,1.70332
Dse,2.131401,2.141384,1.197198,1.693505,2.553319,1.803623,2.281312,1.903565,1.570002,11.89936,11.74497,9.005804,3.358003,2.613447,3.197245,1.191306,0.9732665,0.6635464,0.7522447,0.8913874,1.607516
Tchp,2.130728,2.94942,2.208419,2.582452,2.67726,2.858811,4.351933,3.896546,2.94067,1.225129,1.520381,1.71485,8.38621,6.978842,9.141617,2.69566,1.846637,2.545951,2.220212,1.753923,2.062827
Orc4,2.127443,1.976165,1.982191,1.899925,1.677872,1.958193,2.144564,1.600026,1.638991,1.389558,1.67783,1.6296,1.963114,1.992949,1.807942,1.983214,1.88692,2.341339,2.293075,2.701716,2.504097
Dnaja4,2.12671,1.204306,0.757462,2.063577,2.739691,1.596663,2.972807,3.453411,1.867807,1.167236,0.5794145,0.9530591,14.98111,15.39782,14.89066,2.456614,1.563889,2.985407,2.766158,3.968726,3.930698
Mycn,2.126077,1.510215,2.532978,2.204949,3.390043,8.262617,3.893959,4.297308,6.486239,0.5629725,0.5589178,0.4728059,0.8407943,1.822884,2.926985,53.25387,51.70612,62.85159,37.29349,30.46547,31.50861
Sik3,2.125418,2.734207,2.333175,2.921051,3.657545,3.860679,4.786236,4.621759,4.342042,0.9298405,0.7385147,0.9761444,3.428373,3.470769,4.162947,1.334305,1.775295,0.9810185,2.527624,3.743948,3.240857
