GeneName,RPKM          Oligodendrocytes div1                  1,RPKM          Oligodendrocytes div1                    2,RPKM          Oligodendrocytes div1                    3,RPKM          Oligodendrocytes div2.5                    1,RPKM          Oligodendrocytes div2.5                    2,RPKM          Oligodendrocytes div2.5                    3,RPKM          Oligodendrocytes div4                    1,RPKM          Oligodendrocytes div4                    2,RPKM          Oligodendrocytes div4                    3,RPKM          adult microglia 1,RPKM          adult microglia 2,RPKM          adult microglia 3,RPKM          Astrocytes 1,RPKM          Astrocytes 2,RPKM          Astrocytes 3,RPKM          cortical neurons div05                  1,RPKM          cortical neurons div05                  2,RPKM          cortical neurons div05                  3,RPKM          cortical neurons div10                  1,RPKM          cortical neurons div10                  2,RPKM          cortical neurons div10                  3
Polr3h,118.8995,107.8436,100.4993,99.51811,92.70988,74.43154,136.8065,119.5022,113.9641,25.11368,21.46991,26.20154,257.9695,243.554,240.9009,50.58627,55.84613,50.40471,61.363,50.3097,55.91082
Chmp5,118.7788,117.8177,122.03,152.8012,133.6677,136.5912,137.4193,149.3846,198.2243,86.06948,77.62373,70.07773,191.1057,207.1394,227.2726,84.62149,77.06885,88.68162,88.38327,102.2505,93.40923
Ndufa12,118.5776,103.7515,125.327,99.48209,104.2443,105.1459,100.9908,116.5388,110.5089,64.60717,96.73003,74.38812,98.24104,104.0354,131.9333,105.2709,96.3353,95.44836,89.77323,129.7888,129.4871
Snap47,118.4412,116.0674,112.7554,100.62,98.75062,110.6196,155.6152,148.714,139.4371,40.25625,44.54742,54.1207,210.9034,199.3577,189.6588,368.065,375.2618,370.5421,431.8651,427.6256,404.9237
Psmd1,118.212,104.9411,126.1434,120.4962,110.6434,106.5311,101.9478,97.28906,106.1717,84.92365,78.9645,85.82278,70.6395,81.38929,82.1973,78.01357,80.55593,89.28785,92.95628,82.02706,85.52271
Psma4,118.21,117.2193,116.7623,104.0182,99.9827,89.61433,85.36899,89.0041,99.1637,103.4768,115.4406,100.4172,79.66066,91.63132,74.46442,101.0327,117.112,108.2001,109.302,111.1049,112.8906
Timm10b,118.0022,129.1614,102.736,97.36237,95.67363,88.32185,99.03342,103.0464,91.35383,120.2017,123.993,117.775,46.52198,58.53949,47.7038,48.12819,55.97433,54.55123,57.62556,67.994,64.27155
Hist3h2a,117.9474,120.7828,124.2935,150.6517,198.1515,145.0879,120.851,117.5943,106.6655,131.0188,116.951,144.3279,76.50425,85.34352,75.65926,141.1338,160.8807,147.9225,102.4603,102.6691,92.29783
Mat2a,117.8947,123.6858,128.6188,157.7821,159.5609,160.6437,172.9613,182.1799,181.4266,65.77688,71.6161,73.53918,134.5701,135.7631,127.765,90.11055,102.0261,115.3787,89.45649,82.60195,87.30331
Hnrnpa1,117.8314,121.0716,143.4641,99.72813,92.36004,119.4858,65.57417,77.91241,81.00697,34.13668,37.97587,36.47655,29.87275,28.78471,30.37268,100.9453,107.0432,108.0174,60.16389,61.19768,53.26987
Arpc4,117.8074,132.397,110.1392,144.6135,132.8814,133.3495,138.7124,146.4548,139.0776,260.6332,245.4668,245.1926,105.2426,107.0818,90.95788,92.05122,98.94065,107.399,90.32071,82.50289,81.78764
Stmn4,117.4218,160.3358,141.0291,130.8663,182.9608,326.6762,516.5414,583.5238,674.26,25.38604,24.49657,22.58211,19.04549,19.63217,25.81244,1449.243,1538.92,1427.455,1392.263,1425.539,1361.179
Tmem126a,117.1817,87.00887,105.6535,79.0855,106.3656,86.58603,91.45661,98.55915,97.25407,84.33064,115.1668,74.24245,67.67516,91.29436,85.23552,96.81043,103.1464,115.2868,96.70666,100.7902,106.3983
Psma6,117.1281,140.0509,119.2245,102.8644,104.5007,111.2516,102.3345,104.8679,106.4515,121.0812,133.307,123.9305,92.77031,92.81937,112.9084,101.6414,118.4299,121.1937,106.1782,104.8241,87.96613
Dohh,116.8797,115.2848,118.5726,91.50282,92.20486,98.11723,104.5191,123.9694,106.1845,94.73284,92.64379,83.30027,77.27884,77.01305,71.91518,85.04966,97.43137,102.5096,101.415,72.15773,93.86414
Slc25a1,116.8535,121.6737,129.0163,94.09314,84.76057,100.0769,81.53773,90.44752,79.82172,18.11604,20.92551,23.40699,31.05602,32.27501,31.19481,24.79639,26.60615,31.74385,23.16582,20.01261,19.18177
Prkag1,116.6211,113.1608,114.4953,129.2189,116.3961,110.3793,117.7584,126.9487,111.452,99.51239,100.035,118.5717,146.6565,155.4304,119.85,52.41067,53.94088,53.53815,51.75985,69.70026,68.82379
Timp2,116.6128,107.4924,92.03007,163.04,159.5796,130.7532,207.372,196.1181,139.9597,193.4379,188.1188,204.0025,525.0356,527.3975,511.1788,113.5797,121.9635,119.8176,158.8914,136.5588,140.0648
Deb1,116.3081,111.4148,158.9848,181.2984,172.9689,186.1541,206.4396,228.3251,253.1515,26.00694,21.32925,27.6977,32.71942,33.05323,28.30572,38.9421,52.26702,45.00757,46.81523,60.70457,70.82479
Prkaca,116.0437,123.3669,118.7885,117.3267,125.1686,124.685,105.5992,98.88721,92.57058,58.00017,57.45587,59.23799,115.7746,111.7871,103.463,106.8261,116.5649,116.1496,132.9551,136.5961,135.4771
Wdr1,115.9736,112.2273,107.8243,105.5773,101.2056,93.84905,88.21869,84.82651,74.64058,135.8899,145.2967,120.409,118.3119,114.8248,139.5387,74.96851,73.17434,67.40829,64.56026,66.95601,67.82111
Bak1,115.9345,111.3218,95.25111,88.51495,76.14797,82.47086,113.6682,101.0795,89.58699,166.7339,159.88,154.294,72.91119,65.26546,61.85147,24.47076,29.78259,32.62795,28.69765,32.92056,34.66235
Magoh,115.6224,130.4524,147.6684,138.4724,120.4659,143.4378,93.95725,116.4908,103.6447,108.1685,105.4803,94.20864,101.8654,123.6669,98.12817,136.8695,157.4869,152.1628,147.9745,151.7594,163.1886
Bzw2,115.5126,176.8206,133.4155,76.35632,72.67915,100.9162,64.20587,69.05391,74.17863,15.15374,15.19969,17.93108,22.89445,23.74674,22.41165,311.8778,329.1964,329.6453,208.0232,201.4565,193.1798
Nudt3,115.4732,139.3289,154.5873,120.2946,127.7565,141.9618,107.6352,109.1048,133.2622,67.31814,52.93196,56.91325,115.2428,115.4049,119.3881,226.1222,204.9667,217.977,204.7277,207.1564,188.7921
Sfr1,115.2415,115.8304,122.3801,109.6838,86.61924,93.42414,99.94516,113.9034,108.3034,62.7798,55.54491,54.53406,109.273,127.0491,119.6453,105.5619,91.2882,98.64436,99.15089,104.6803,114.1628
Phb2,115.1277,123.0705,116.0402,90.31507,94.55999,92.3485,93.86173,97.67059,79.72669,102.3034,108.6079,99.57616,81.04886,88.72886,83.18568,94.25038,105.3929,96.06053,93.11794,85.61443,91.84502
Pqbp1,115.0074,111.9078,103.8235,80.31365,92.9015,105.1418,87.92131,77.69859,86.09784,52.737,65.71142,45.4262,108.8162,109.4618,108.5405,144.1228,146.3226,154.2018,140.5445,154.7435,130.0673
Gde1,114.9418,92.50504,113.8004,138.0472,145.3792,151.3614,248.9241,253.1594,289.4981,52.95344,57.88618,57.79797,138.1141,130.6764,143.565,136.2833,157.7125,146.4999,171.5674,187.4025,196.7981
Nelfcd,114.8446,90.11619,100.9857,138.7686,120.2074,124.0887,139.7728,103.8205,102.9905,80.80126,66.46741,71.98903,176.8238,142.8129,126.2025,80.09644,96.91789,102.3474,75.62881,85.38062,77.74297
2410004N09Rik,114.7198,93.32906,134.9233,91.43492,76.70896,101.6823,101.5269,102.4568,97.21869,136.3595,173.5779,129.4491,77.50356,76.50217,66.94386,220.8593,187.8981,189.0571,159.7868,181.2025,175.2667
Coa3,114.4965,112.1468,116.5914,101.6457,98.45166,105.3463,120.1626,130.8027,126.8521,94.03931,96.19115,76.35661,97.2792,104.7207,92.10958,100.4784,101.4513,96.44296,89.2112,97.0377,89.24615
Cltc,114.4653,127.8664,127.8536,128.5286,134.8749,124.8094,118.8824,113.4194,131.0508,189.4877,160.9176,165.545,70.11894,72.27191,94.95318,99.78058,92.36052,108.781,133.1824,141.2394,159.7104
Lrrc42,114.3098,103.045,91.74401,125.6346,106.2158,106.7216,55.55859,50.97149,62.0379,23.63664,21.31807,20.27034,41.32964,48.5078,43.75216,29.61869,25.92613,26.34253,27.0097,26.63016,28.25133
Ube2e3,113.8174,130.5076,122.2636,151.4077,143.8812,162.4815,122.966,126.263,126.9825,58.87691,55.05881,49.97876,97.68265,101.9828,106.0598,225.445,251.1584,239.9082,218.9037,178.6395,163.8602
Sh3bgrl3,113.8126,121.9963,92.64951,92.09481,128.0912,112.1749,137.3277,118.8936,133.8777,397.7201,506.9091,464.1103,99.95046,97.79743,104.6882,100.6179,108.0151,96.35735,102.0106,87.8937,74.34551
Ywhag,113.7857,113.0079,106.81,100.2611,103.2179,119.5879,104.192,89.84973,83.0294,114.5746,101.9543,107.7509,90.3889,78.24066,92.45004,380.1107,390.779,448.6198,416.1325,412.399,395.4239
Rnf10,113.5074,102.2381,114.2638,99.40135,95.69386,103.3889,88.8373,86.28465,90.01533,68.65936,59.8657,59.1615,101.2621,96.47563,103.1828,106.8545,111.3712,127.1117,105.2708,101.656,112.538
Mrps21,113.4835,118.5566,116.8224,76.76598,96.25711,114.419,97.03815,123.0256,115.9661,73.97155,93.40271,90.47204,80.44357,104.6434,103.0275,91.51394,98.14653,86.10207,86.4989,80.96678,81.98572
Orai1,113.1837,92.68172,93.134,157.6841,161.897,121.8839,117.8574,88.05067,93.40508,272.6111,221.1711,239.4455,110.3892,99.62391,113.412,33.17849,30.14102,39.10792,39.06968,41.43193,39.93015
Acsl3,113.1805,129.6405,128.0547,105.0616,96.45029,96.31669,44.22006,46.76443,48.18318,5.845907,4.628348,7.76838,43.51589,38.46997,36.40702,29.13773,25.57948,24.62807,42.2114,44.81197,47.17223
Sdha,113.0866,92.72028,92.70644,107.1132,103.5663,95.85479,112.9796,109.8912,98.42719,82.5052,92.67001,84.14522,145.3417,133.795,153.4594,60.91327,58.25046,67.95432,81.40766,85.07452,90.06509
Hnrnpa3,112.8813,124.4866,113.1968,120.3195,115.7432,119.3676,86.61265,81.24857,89.04243,78.57402,69.12383,72.77171,64.25704,60.30688,60.60538,73.96557,74.48224,75.36246,68.20307,68.57106,69.50163
Pgp,112.8742,149.6202,158.5577,85.97163,97.9306,101.1884,80.86792,96.53488,130.2821,52.68114,40.77283,53.91697,32.78283,48.40219,31.90565,61.12753,67.73727,53.51611,92.62742,101.8772,91.56393
Calm2,112.7557,110.6118,107.3196,117.0935,130.9717,133.9217,115.9966,122.038,133.6471,141.5806,142.7086,129.2004,113.0841,120.4239,131.4547,390.1885,409.4177,448.8801,446.9391,535.2875,520.6494
Trp53inp2,112.6809,128.8645,125.7469,138.53,143.3155,143.0538,118.3798,132.2907,148.9637,30.01711,24.26857,27.66391,46.25897,43.57169,49.9324,65.33608,60.40107,74.68354,53.44494,81.69164,84.36963
Ssr4,112.5512,105.7193,123.421,85.58788,85.37613,99.97944,108.6516,122.0601,108.7343,145.878,179.0933,153.2368,86.3315,89.49282,84.37533,52.62333,58.79778,53.53515,59.31561,65.43214,67.28555
Mmadhc,112.4475,124.6153,119.8497,125.296,125.8094,115.3213,105.4458,107.4015,130.11,73.18609,70.20728,58.76205,92.41279,101.7679,92.51117,80.66628,84.37059,79.8842,89.75516,96.41863,97.29723
Smarce1,112.0942,99.21697,115.4468,97.91821,102.737,125.4479,84.43133,84.46388,94.42612,36.56196,36.69642,32.10824,71.43524,70.36503,73.00826,146.9617,137.6992,142.3839,115.6209,124.2249,110.811
Nop10,112.016,128.8759,118.2664,70.00632,80.06071,71.47211,87.26951,96.68246,109.3919,85.37548,89.77103,88.89113,83.22533,85.48989,94.75289,179.1215,184.2605,177.8901,202.9708,261.0087,222.2138
Rnf7,111.8846,132.4067,120.4218,124.3075,111.8502,123.1656,155.5475,170.2845,238.4476,144.3402,125.6123,116.7407,109.4243,106.6,110.8791,74.40223,74.20789,85.44185,80.77327,106.4625,104.6049
Atp6v1d,111.4572,101.5955,101.3426,102.6742,115.1662,111.2921,133.7159,126.9588,139.5047,98.26099,104.7566,94.88442,117.0687,118.3984,109.3762,124.2253,116.8622,133.414,147.5547,163.3763,166.7048
Psmc6,111.4409,105.2824,132.4372,98.81666,103.4633,96.1832,108.3743,98.69904,111.9028,111.1993,115.5936,109.8699,76.93187,85.05598,96.6271,112.4225,108.9235,107.909,96.29117,110.166,116.3049
Eif2s2,111.4332,122.4074,129.0204,98.98827,101.6712,105.6832,97.38361,98.17949,93.50199,79.32568,100.2328,75.86819,67.63944,76.579,76.9353,149.0151,159.1897,167.0042,125.4016,133.6298,132.3123
Ddt,111.1396,112.9061,117.9407,129.2375,112.8096,107.0541,150.934,163.1602,163.3808,93.11215,83.86446,83.30492,124.9946,134.6879,126.6178,74.93423,82.95482,68.13063,63.42819,72.14774,71.27779
Sarnp,111.0533,110.4651,93.35215,81.97101,85.00623,95.67242,73.49219,73.53172,81.9188,42.11035,47.81852,44.68891,69.10862,71.04745,66.51363,61.92845,69.69578,74.17879,69.06201,82.15467,90.0896
Sumo1,110.9358,130.3116,112.6118,100.8971,102.8074,104.9956,91.90623,78.5786,95.33081,78.90771,75.23447,80.81673,82.86183,96.07222,92.18668,105.2222,116.0367,103.8327,108.0539,113.9133,116.1732
8-Mar,110.7727,94.45583,94.26016,253.1149,215.444,219.7439,171.388,170.4908,186.1101,27.28349,25.73905,31.94526,42.66673,39.71708,33.86303,24.12168,24.88254,27.16049,25.47,27.21219,24.75477
Sox3,110.7095,131.0003,121.7388,106.4885,95.54608,78.45138,102.9144,94.47797,95.3786,2.406306,2.951086,2.17941,42.80844,46.46906,35.29727,12.18709,6.827342,10.04638,9.116186,8.510987,12.72694
Coq7,110.3926,133.6501,133.2776,143.7583,120.5957,143.5471,123.0763,122.1233,140.3043,105.7096,106.2809,120.7206,83.01034,82.09975,59.45126,63.18069,71.82769,78.85803,71.57552,111.7006,104.4207
Sdhb,110.1856,149.8054,137.8856,92.02219,95.24692,116.5233,110.8609,125.0039,113.1777,83.3573,98.44286,93.41845,47.04099,53.41311,43.80041,93.81671,100.4608,95.88802,97.97409,106.1742,113.9344
Pcbd2,110.1305,102.7355,81.5235,136.2868,117.507,109.5852,148.1131,136.8461,143.9169,259.6396,298.1624,256.2712,305.3184,308.1616,318.0196,46.09219,44.11148,42.1036,57.76165,69.55121,68.68553
Plrg1,109.8971,118.5197,125.0974,107.602,107.2397,143.7463,108.5831,125.1042,113.0849,79.55187,83.89459,83.16685,98.13531,101.8349,92.16602,130.9237,149.5955,142.7861,114.5782,113.9474,106.2124
Hadhb,109.8464,68.08334,99.52824,151.6182,147.4066,130.1837,127.3737,108.7534,109.5639,48.59092,43.32751,46.60231,144.3282,146.6253,145.6937,18.07741,14.31668,12.51427,18.69033,21.73872,25.45374
Atp6v0e,109.8458,120.8586,126.4541,48.23972,55.63648,43.25691,46.36756,51.49639,56.08913,90.33248,103.8997,84.29408,78.83503,75.63338,86.9728,10.53866,9.22481,8.100517,9.521188,11.03969,14.09694
Adh5,109.7151,69.05021,115.3182,88.67978,87.96291,86.34544,104.8918,116.2645,130.8079,76.26754,75.33963,65.38682,100.3787,105.2973,132.3593,84.05194,77.02193,88.14605,57.41202,61.0079,63.95141
Copz1,109.6318,92.43083,96.51241,104.2013,103.2168,108.2122,113.0223,124.2618,101.4982,65.34488,78.65128,67.86128,102.6421,110.5951,117.2037,62.91583,78.37185,71.09795,77.42831,77.32902,70.45168
Tmem66,109.5262,93.37968,87.36584,119.0626,119.4455,110.7236,136.0506,135.525,154.2306,79.11523,89.70068,80.14645,251.1429,253.9016,273.718,95.41737,89.24447,85.77271,128.355,143.1215,141.9711
Nono,109.408,100.8048,131.2117,115.52,109.7328,122.6179,102.9725,101.0008,113.4677,65.75198,70.22025,58.008,86.33559,87.66814,97.41177,128.5061,132.2603,135.3444,89.75546,85.14147,84.20256
Ddah1,109.2339,84.18758,67.36118,150.8539,126.299,52.80111,164.2531,133.3538,85.31416,6.240627,4.569313,4.913547,351.2595,315.3822,383.4189,50.41774,48.9138,49.68009,84.95126,77.14147,87.87096
Vps72,109.0346,128.5278,134.2033,85.53516,93.11391,117.5318,86.11106,88.70739,89.00963,89.7648,89.52243,78.63591,106.7791,107.65,100.9286,189.9743,173.6536,195.6191,146.4153,145.7751,120.9141
Tmem134,108.7659,121.0687,106.0314,106.9092,104.7974,120.5586,110.1823,112.8733,100.7384,141.8124,172.3542,158.3138,116.1854,122.3518,107.4124,44.90236,41.24055,39.54815,37.87257,45.92819,40.48852
Elp5,108.7463,113.6748,119.6099,103.8836,86.52021,106.2013,117.6947,121.0263,110.3023,72.69717,61.32883,68.5406,72.60438,83.34211,65.82279,141.8309,151.7795,143.7869,147.1288,167.6389,148.0274
Sap18,108.7025,68.72286,100.0516,139.1146,124.9504,107.7352,97.76008,102.4095,89.64065,73.53874,65.79208,62.70716,129.3967,142.7021,143.3164,67.24607,63.70401,63.31754,64.33672,79.77666,79.84373
Tmem14a,108.6722,96.54843,102.5733,148.6348,163.1339,127.4112,273.14,248.9387,304.4527,20.76559,14.61389,14.34915,95.19878,106.1531,86.55312,52.80705,55.20418,58.74205,69.91411,78.46066,75.15118
Gtf2h5,108.4063,130.3148,124.6183,96.9487,94.0639,92.79243,97.1664,102.5786,117.4318,74.13469,82.27422,82.80522,61.04483,83.06842,69.21449,109.749,87.28765,90.97555,104.3892,116.5854,112.2167
Bzw1,108.3823,95.27445,100.2527,114.4944,119.5479,106.1987,108.7057,109.1597,125.2663,73.46075,65.1468,61.08858,70.40042,71.91943,65.86101,79.12041,78.06905,102.9164,74.04286,84.6367,84.22073
Cyba,108.3115,93.77136,57.64573,78.24372,96.49973,91.10308,82.07894,74.17383,56.13431,625.7971,807.4855,804.7932,87.35122,89.7117,73.415,7.957734,6.965642,9.234135,9.98533,7.029414,8.559237
Ppp1ca,108.0543,107.7539,91.84851,78.91737,79.35554,84.89786,95.03496,103.1659,100.3281,89.6401,93.25258,81.34666,62.05407,65.38754,60.08396,48.49858,59.47626,58.62016,55.24556,47.20304,46.36306
Apex1,108.0167,114.9089,119.5847,70.98489,68.42001,87.88759,66.01128,79.99488,74.76131,61.94783,56.17299,51.02444,57.61531,59.74093,69.97923,98.07232,97.75616,89.231,89.4118,85.96455,89.46925
Tsen34,107.7561,92.83343,88.34837,117.8589,105.1849,101.6432,98.48629,88.16164,72.24693,41.95506,37.26176,35.20008,151.4586,153.7848,142.1113,104.0165,109.8426,95.50994,95.12822,106.6495,97.66523
Zfp523,107.7552,119.6527,110.6939,88.20702,83.01023,99.69757,77.582,81.21771,73.75307,19.72347,20.33043,20.51708,82.29398,79.49051,61.8469,97.62161,105.4872,96.44727,107.726,102.184,116.6149
Ech1,107.721,110.243,104.6746,123.4426,116.9981,102.9235,147.4971,124.2473,134.2883,104.2811,120.105,123.6752,209.0637,218.7756,179.5378,38.03699,34.32732,26.35964,41.4627,45.78021,31.39766
Ndufa13,107.6834,136.9054,125.3404,106.9344,104.782,91.74287,108.6028,140.8316,120.5156,127.7768,137.5441,136.9242,92.62066,110.0856,98.01402,82.20868,82.30687,76.54026,93.95531,96.23838,103.0809
Marco,107.5615,144.1802,17.32771,105.2533,134.865,74.64617,47.84631,25.22491,15.4232,680.5991,598.8003,706.3499,3.986043,4.370635,2.126631,4.226084,3.995156,4.519469,6.404501,4.110785,3.570302
Timm17a,107.3892,89.45396,105.6312,126.6635,111.4503,98.18159,138.437,151.9279,158.8622,77.13792,72.15195,76.29447,63.07699,70.24055,62.6069,39.51965,44.84243,47.0814,49.05587,55.78664,59.25195
Gpm6a,107.1557,117.9499,103.3266,50.73367,50.40343,58.84499,47.09667,45.6972,48.38338,5.345863,5.144056,6.446692,107.9375,102.6007,110.305,280.7904,289.2551,283.4247,363.8989,330.7976,312.5759
Hax1,107.1455,111.2357,109.586,77.72131,85.90366,91.21426,95.33945,104.7505,101.8674,108.8584,146.2641,107.6863,86.71209,88.96716,75.58393,100.3349,96.50356,90.35399,89.73734,114.0735,117.6416
Gstm5,107.1398,141.3545,124.3719,100.7939,100.031,98.82824,111.737,129.0068,114.8204,21.49702,19.11241,22.90436,81.46198,83.68945,76.61163,82.87486,89.95313,69.24081,104.6619,106.7961,102.7531
Mrpl36,106.9207,85.25771,123.6502,109.732,111.73,102.3175,97.7355,102.1068,112.572,48.28382,44.71887,60.78054,52.93415,64.41349,69.88805,54.31315,53.40326,53.14808,55.83457,57.0623,57.2909
Bola2,106.8863,127.9694,112.5704,80.68018,80.02798,73.69899,93.47652,113.9369,115.8284,119.6936,132.6091,123.833,53.4341,53.82825,65.13675,56.75493,71.46846,59.06449,46.42935,79.15913,51.6983
Enpp2,106.7762,145.0121,164.4394,110.0473,103.3254,109.1481,187.8995,211.3242,294.2937,3.651663,3.705926,3.861904,7.34738,8.612504,8.516168,5.309943,4.811038,5.759516,5.497735,4.617896,6.148536
Mrpl4,106.761,114.5857,111.2246,93.02873,97.05597,105.9198,89.86989,94.94566,94.95343,97.20467,87.93639,88.37563,87.13,83.34369,75.22138,77.95631,73.71476,72.97334,75.41443,88.03201,91.77737
Eif3k,106.7257,120.1631,116.148,70.96436,72.71664,100.0414,115.8706,106.0572,100.0039,94.91091,92.72569,101.0928,99.5346,93.52857,98.29823,88.98833,81.31389,81.23936,64.8361,66.58499,62.64963
Slmo2,106.6591,97.2693,104.5135,118.1349,108.9364,108.7077,128.4598,111.8812,117.5524,87.54131,89.41782,86.5987,96.24946,95.39364,87.12196,102.4288,107.2102,103.5412,85.89346,100.0952,94.17934
Armc1,106.6416,108.3459,99.14413,98.70449,99.18186,86.75964,78.44236,81.87638,96.44454,48.46658,48.2165,45.64553,76.79671,77.13895,76.33307,84.83227,85.68026,87.61484,102.93,92.72868,104.9799
Lsm6,106.6121,115.6804,114.9099,82.57526,75.58416,72.61891,58.63246,56.92472,52.82391,30.37534,28.70599,32.29161,47.30336,47.17128,39.5371,45.72888,42.65517,44.62267,41.55059,37.07323,37.75657
Dctn2,106.5544,105.7182,107.7672,96.03952,103.726,118.5084,114.6763,121.5919,122.9873,53.25898,61.47977,56.74273,117.3033,115.4197,114.4001,145.0685,170.6682,162.4975,148.1375,165.4015,152.9426
1110001J03Rik,106.0516,113.5192,123.8734,71.92915,74.67368,91.51793,82.09369,68.24206,78.09962,53.6869,72.38302,41.74844,121.8799,156.1902,167.8335,146.8512,127.2112,136.0421,144.692,138.0623,139.2768
Rpp25l,105.9472,102.8026,114.8486,77.88979,71.05677,83.76183,93.58627,104.2079,83.01459,73.8577,64.67884,68.75803,73.16865,72.07041,75.13589,78.78852,99.423,96.23399,78.38497,96.13535,103.8279
Arpc5l,105.8195,112.9435,101.8796,109.587,111.0092,93.70778,121.5199,119.0024,125.6558,97.0485,90.41328,100.1108,91.66146,101.1473,89.45348,107.9783,112.0796,118.8889,132.1459,126.1791,144.278
Arl3,105.6646,92.45464,104.9169,99.52088,78.39749,85.49413,94.09179,83.63861,64.24691,26.31369,27.53629,31.85477,168.947,178.785,147.9018,137.1596,123.6331,117.3234,120.4552,117.9773,128.6072
Ykt6,105.5472,103.9757,109.0456,133.0681,134.4374,132.4003,121.1972,122.9631,135.648,115.0537,108.133,129.0005,93.1856,86.50132,76.69008,161.0699,168.7366,175.9958,145.8784,156.3512,167.8537
Snw1,105.024,113.9771,109.8139,92.35742,90.05952,97.16239,100.9299,99.88976,97.3252,128.0816,111.0874,110.7582,123.6655,129.1788,118.2056,73.14628,79.38322,78.00565,69.00021,64.24249,64.76313
Erp29,104.9314,79.57978,89.525,98.04867,98.43607,97.40807,96.83369,108.3251,102.8301,307.11,350.8896,376.5487,98.77473,120.9807,119.0902,97.72285,109.8784,99.01281,97.55579,95.94547,100.4901
Csnk2a1,104.8912,94.33287,98.78096,106.4295,99.80674,103.3201,97.69173,90.5933,107.1721,40.81289,38.58617,34.06211,59.83739,56.59486,63.52796,94.02455,85.65608,98.2953,88.8012,83.16383,89.34671
Mapt,104.833,110.5152,120.3005,97.8992,100.6582,156.843,91.51955,96.71082,112.1623,11.5094,11.696,11.47462,28.83445,27.44242,30.00325,1011.078,979.8962,983.1458,810.9509,741.6456,756.3336
Vdac1,104.7801,116.2938,117.5751,119.9262,125.3869,115.7062,101.3028,106.8013,109.938,76.79787,88.40446,71.81866,140.8992,134.1298,138.6404,167.3955,152.8464,173.3524,178.9989,194.2412,200.8198
Dnajc8,104.5511,93.15995,98.29259,91.32294,91.16254,102.188,87.14412,82.75162,81.55949,90.92233,91.93523,84.06071,99.37409,101.2317,93.60589,80.27193,85.66773,86.80326,73.06285,82.51897,82.94528
Golga7,104.4456,98.40261,108.2106,194.2317,181.4336,173.5261,155.9495,161.1427,178.1865,69.49404,77.21013,84.40126,107.6636,107.9959,103.2099,62.73674,65.74001,72.57557,66.47646,62.62748,68.74702
7-Sep,104.2889,82.12091,102.6675,80.58306,83.50865,96.57224,99.0547,95.37186,114.7196,22.41175,26.20133,25.36019,57.38293,50.01794,62.5163,37.87123,35.25457,43.89546,47.47686,44.52945,44.8601
Reep5,104.1831,78.90794,91.75231,311.1145,305.1534,271.712,216.9093,231.4071,222.3651,76.07549,87.84837,75.55646,177.9049,176.3256,152.7093,176.7522,183.2062,204.3824,226.7575,218.0757,228.6309
Cat,103.738,72.82329,77.23067,104.8062,95.70533,91.82826,116.3913,111.2601,101.8101,106.1017,116.9406,115.7959,116.0443,102.8516,98.51501,29.85892,31.08735,30.33169,29.03853,30.01866,32.4117
Tsg101,103.7009,112.598,105.4704,101.0248,105.9934,122.3218,94.44522,98.28036,90.65865,75.62664,74.28993,83.30089,78.63446,82.2281,71.58497,158.4343,182.9324,160.527,132.2485,135.85,116.0543
Nptn,103.6363,145.7798,104.7188,114.3707,108.3889,104.3599,120.4295,117.0404,105.8826,334.7957,294.3816,314.5826,159.8669,153.1581,150.2645,188.0508,197.1318,196.1224,274.6128,283.6219,300.9806
G3bp1,103.5375,94.68546,108.3219,96.55553,98.33017,100.4899,84.84126,84.45004,86.08701,68.80099,72.84474,71.61761,80.68275,79.80029,76.93309,103.1023,103.9225,103.5775,72.29674,72.82085,66.53732
Pgrmc2,103.4633,114.9347,104.292,95.49596,89.02795,82.5958,88.3431,91.36824,72.11726,58.6146,64.46524,63.81249,130.8387,118.2046,117.923,62.93676,71.20731,69.27131,89.35251,90.28065,88.38188
Elof1,103.4506,102.2445,74.69556,110.7573,95.70797,75.85196,115.4223,95.34882,80.92297,87.71636,92.0451,101.798,310.9262,344.2921,290.511,79.02818,99.57958,86.26102,81.261,93.28846,84.12926
Psmc1,103.3846,149.9806,105.0959,113.9758,93.61478,111.6071,104.7805,125.5455,100.3744,70.91885,82.27239,80.62037,61.99195,65.37267,52.62556,89.28538,101.187,91.88361,109.7864,92.97484,104.5007
Gpaa1,103.2978,91.24371,92.04564,84.92825,77.66504,98.42135,92.94922,93.91229,82.95335,72.78671,75.11305,80.58104,67.27139,66.37071,50.31356,57.84795,68.3803,64.02847,66.16317,43.62351,53.37332
Phyhipl,103.1671,80.65465,101.0792,121.3904,127.3255,166.5272,132.1483,145.8366,171.8918,3.204567,3.759938,3.534054,28.64343,28.99764,31.78878,25.97455,27.22502,25.98578,36.06276,40.55973,37.67202
Gm6793,103.0061,125.1405,96.27161,100.6027,101.4445,98.14297,68.84905,62.63512,71.39312,73.97598,82.00159,78.85243,60.44348,55.35693,51.92257,53.16344,52.17623,55.9543,48.45993,51.23083,50.22828
Cybb,103.0039,74.69646,46.19618,47.07803,59.08374,56.77932,35.02551,19.87274,22.87109,533.7835,521.1453,495.9208,15.10024,15.8227,19.12879,3.389405,3.64675,3.716739,3.704235,4.226837,4.101301
