gene_symbol,N1,N2,OPC1,OPC2,GC1,GC2,MOG1,MOG2,A1,A2,MGL1,MGL2,Endo1,Endo2
1700008P02Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700008P20Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700009J07Rik,0.1,0.1,0.1,0.141945,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.30013,0.1,0.1
1700009N14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700009P17Rik,0.1,0.1,0.115207,0.1,0.1,0.156958,0.2078,0.1,0.32606,1.016119,0.783007,0.398377,0.577763,0.587514
1700010B08Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700010D01Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700010I02Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700010I14Rik,0.356346,0.723339,0.798355,0.763033,0.576446,0.607087,0.557903,0.649527,1.803356,1.257166,0.536822,0.261569,0.387836,0.322397
1700010J16Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700010K23Rik,0.106513,0.113669,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700010M22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700011A15Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700011E24Rik,0.1,0.1,0.109614,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700011F03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700011F14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700011H14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700011I03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.115843,0.1,0.114001
1700011L22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.154808,0.1,0.1,0.1,0.1,0.118789
1700011M02Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700012A03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700012A16Rik,0.795099,0.389777,0.183384,0.216064,0.578143,0.572143,0.287975,0.303267,0.1,0.1,0.1,0.1,0.1,0.1
1700012B07Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700012B09Rik,0.105305,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.639918,0.1,0.1,0.1,0.1
1700012B15Rik,7.223926,7.01963,6.305726,6.824123,6.311649,6.968499,6.133926,6.110064,6.060282,5.852742,9.882983,7.676056,5.510895,5.59957
1700012D14Rik,0.443709,0.537781,0.609644,0.125416,0.357191,0.199214,0.184215,0.329246,0.582227,0.432808,0.1,0.1,0.166364,0.1
1700012L04Rik,0.1,0.1,0.1,0.199645,0.1,0.1,0.1,0.1,0.200847,0.127916,0.1,0.1,0.230977,0.1
1700012P22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700013D24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700013F07Rik,0.293374,0.294394,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.18475
1700013G24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700013H16Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15679,0.125034
1700013N18Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700014N06Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700015E13Rik,0.1,0.131842,0.1,0.1,0.1,0.1,0.1,0.1,0.177631,0.134236,0.1,0.1,0.1,0.1
1700015F17Rik,0.1,0.102954,0.1,0.11562,0.1,0.1,0.1,0.125854,0.1,0.160101,0.1,0.1,0.1,0.1
1700015G11Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700016C15Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700016D06Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.110486,0.1,0.1,0.1,0.1,0.1,0.1
1700016H13Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700016K19Rik,0.571563,0.104024,0.1,0.214143,0.1,0.1,0.182337,0.234751,0.1,0.546733,0.129796,0.185076,0.244093,0.453475
1700016L21Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700016M24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700016P04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700017B05Rik,0.966566,0.823646,4.620204,2.885888,0.461362,1.331712,0.327213,0.732525,3.662389,3.562183,70.60642,76.53873,8.065074,7.314827
1700017D01Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700017G19Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700017J07Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700017N19Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700018A04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.163164,1.266433
1700018A14Rik,0.177938,0.275369,0.1,0.1,0.1,0.1,0.1,0.1,0.10054,0.1,0.1,0.1,0.1,0.1
1700018B08Rik,0.10375,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700018B24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700018C11Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700018F24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700018L02Rik,0.97585,0.673497,1.18831,1.080646,1.131728,1.487552,1.224221,1.867448,1.690872,1.434861,0.585139,0.228347,1.493277,1.408877
1700018L24Rik,0.272855,0.120059,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700019A02Rik,0.1,0.1,0.26731,0.1,0.111645,0.1,0.1,0.1,0.120429,0.1,0.1,0.1,0.1,0.1
1700019B03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700019D03Rik,0.927807,1.000122,5.412433,3.184617,1.701994,0.488572,0.611664,0.621267,0.705888,0.342438,0.122859,0.1,0.1,0.220522
1700019E08Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700019E19Rik,3.844572,3.242566,5.716098,7.94433,10.383908,12.644622,9.247086,11.714898,6.582059,6.57269,1.453435,1.155016,10.568122,12.556012
1700019G17Rik,0.575349,0.73235,2.589031,2.67109,0.981993,0.791034,0.982551,1.069764,8.008641,5.553671,0.252049,0.396551,0.838553,0.861325
1700019G24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.127963,0.425159,0.1,0.1,0.113597,0.118409
1700019L03Rik,0.104296,0.108082,0.1,0.127303,0.1,0.1,0.1,0.1,0.1,0.355739,0.1,0.1,0.1,0.1
1700019M22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700019N12Rik,0.292969,0.106263,0.170275,0.103715,0.1,0.10797,0.1,0.258538,0.315873,0.241583,0.544018,0.796582,0.264358,0.321946
1700019N19Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700019O17Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700020A23Rik,0.310668,0.464495,0.1,0.1,0.225045,0.287942,0.1,0.1,0.1,0.10068,0.1,0.1,0.1,0.1
1700020C07Rik,0.1,0.1,0.1,0.204128,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.950872,1.416413
1700020D05Rik,0.675283,0.475734,0.896992,0.271674,0.456694,0.192922,0.1,0.129566,1.041061,0.699694,0.383535,0.185361,0.1,0.1
1700020I14Rik,27.872485,22.179567,19.559641,7.886019,13.959075,5.709538,6.574608,6.265674,13.625254,14.207999,3.184938,2.372835,21.985161,21.994469
1700020L24Rik,0.10048,0.169126,1.085853,0.636464,0.382833,0.507477,1.314077,1.124022,0.290164,0.178608,2.175747,3.532971,8.491078,7.348719
1700020M21Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700020N01Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.574037,0.1,0.1,0.1
1700020N18Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700020O03Rik,5.006962,6.171839,6.251335,6.59026,6.400102,7.501553,5.107318,6.579943,4.256278,4.955598,8.95373,8.230561,4.459187,4.369257
1700021C14Rik,1.354382,2.011989,0.761954,1.052889,1.559761,2.38167,3.345007,3.583338,2.925558,2.42393,1.896038,2.321626,1.778833,3.333765
1700021F05Rik,7.165557,8.552383,6.973717,6.651729,4.360939,3.580492,2.981416,4.179099,6.471632,6.708378,2.544474,2.13336,3.196658,3.123859
1700021F07Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700021K19Rik,11.894049,12.61079,14.09162,16.595167,28.726667,37.525454,22.435328,21.685197,5.725291,5.74335,7.241679,10.246872,5.845823,6.166622
1700022A21Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700022E09Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700022I11Rik,0.13774,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700022P22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700023A16Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.24413
1700023E05Rik,0.1,0.157006,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.114314,0.1,0.1,0.1,0.1
1700023F02Rik,0.305444,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700023I07Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700023L04Rik,0.161359,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.194285,0.428597,0.262104,0.1,0.365051,0.404126
1700024G13Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15311,0.1
1700024P03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700024P04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700024P16Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700025B11Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700025C18Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700025E21Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700025F22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700025F24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.114769,0.1,0.1,0.1,0.1
1700025G04Rik,4.454815,4.175027,15.238926,13.279323,6.46726,5.267875,1.170649,1.954233,3.27931,3.934764,0.676036,0.36145,0.273378,0.350465
1700025K23Rik,6.700818,7.391056,6.932365,8.400954,5.676849,6.154297,4.634212,6.993969,4.75132,3.85454,0.743309,0.671356,2.887531,3.064843
1700025M24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700025N23Rik,0.1,0.142868,0.110561,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700026D08Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.127702,0.684174,0.1,0.1,0.1,0.109925
1700026D11Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700026J04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.314518,0.27621,0.1,0.1,1.001672,1.063928
1700026L06Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.252475,0.179704,0.1,0.1
1700027A15Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700027A23Rik,0.159793,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.458516,0.1,0.1,0.1,0.312021
1700027D21Rik,0.1,0.1,0.1,0.1,0.121111,0.1,0.1,0.103324,0.17489,0.222447,0.1,0.1,0.1,0.1
1700027F09Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700027H10Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700027I24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700027J07Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700027L20Rik,1.343138,3.151502,17.113287,10.529942,0.239507,0.35272,0.628454,7.611027,143.165894,53.635733,4.314039,3.526723,0.1,0.1
1700028B04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700028I16Rik,0.1,0.1,0.136917,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700028J19Rik,0.475112,0.604876,1.196471,1.061676,0.883167,0.8227,0.461733,0.23536,0.126362,0.243125,0.462176,0.760298,0.52827,0.359252
1700028K03Rik,0.366219,0.952649,0.686117,0.1,0.302063,0.1,0.1,0.1,1.168859,1.258009,0.1,0.13754,0.106319,0.160082
1700028M03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700028P14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.523962,0.1,0.1,0.1,0.1
1700028P15Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700029B22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700029F09Rik,5.60462,4.354489,5.478671,6.187042,2.488283,2.952649,1.018809,1.20528,2.797926,4.32093,3.012972,1.088615,12.291745,12.652105
1700029F12Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700029G01Rik,0.60031,0.505916,0.18178,0.186261,0.1,0.1,0.1,0.1,1.280007,1.328414,0.653133,0.906439,2.950445,3.614366
1700029H14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.220348,0.1,0.1,0.1,0.1,0.1
1700029I15Rik,0.470395,0.44397,0.980388,0.332433,0.329449,0.117126,0.1,0.1,0.445485,1.007809,0.341456,0.394177,0.1,0.1
1700029J03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700029J07Rik,1.672956,1.917827,1.302155,0.607398,0.988929,0.648048,0.437072,0.448422,1.976773,1.674902,0.228437,0.1,0.116359,0.235996
1700029J11Rik,0.1,1.182593,0.1,0.1,0.147534,0.453492,0.1,0.1,0.1,0.1,0.35475,0.340039,0.52516,0.202809
1700029M20Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700029P11Rik,0.1,0.138879,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700030C10Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700030F18Rik,0.1,0.105,0.1,0.1,0.1,0.1,0.212601,0.1,0.161936,0.1,0.1,0.1,0.1,0.1
1700030J22Rik,1.048328,0.754508,0.346217,0.282372,0.546095,0.409867,0.159301,0.282558,0.146485,0.422667,0.189677,0.107985,0.199006,0.255458
1700030K09Rik,1.91904,1.742875,4.123453,2.97223,2.977932,2.126914,1.640437,1.027061,3.474202,3.249703,1.198268,1.388306,2.234653,1.894171
1700030L20Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700031F05Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700031M16Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700034E13Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700034F02Rik,0.1,0.1,0.233697,0.1,0.262383,0.187324,0.1,0.24116,0.369148,0.256711,0.1,0.1,0.1,0.1
1700034H14Rik,3.263846,4.014791,12.073469,7.394746,8.811687,5.034095,2.462978,3.105306,9.607307,8.173469,2.184746,1.973835,5.856853,6.799977
1700034H15Rik,0.427261,0.469098,0.217295,0.1,0.123821,0.1,0.1,0.1,0.193061,0.310629,0.1,0.1,0.125878,0.1
1700034I23Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700034J05Rik,0.1,0.1,0.1,0.1,0.110741,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700034K08Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700034O15Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700034P13Rik,0.391502,0.310621,0.279797,0.1,0.214734,0.1,0.1,0.1,0.534473,0.165256,0.1,0.1,0.121708,0.221617
1700036G14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700037C18Rik,1.714987,0.956425,1.369571,1.883457,1.043282,1.629457,1.250418,1.93453,0.332213,0.391153,1.224854,2.003658,1.048876,1.238117
1700037H04Rik,20.964851,19.315205,10.532934,17.015766,6.85066,11.096088,4.378247,7.171734,4.356738,6.801837,8.903947,11.082205,3.862386,4.894008
1700039E15Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700040I03Rik,3.023305,2.945712,5.279325,7.277083,4.131794,4.885242,7.84461,7.804402,7.176655,5.253463,2.582545,2.594372,7.630302,8.75778
1700040L02Rik,0.150561,0.629474,0.101037,0.1,0.1,0.1,0.1,0.1,0.434659,0.381625,0.1,0.1,0.1,0.1
1700040N02Rik,0.1,0.1,0.872715,0.1,2.075221,0.439679,0.1,0.199321,0.365846,0.188439,0.1,0.1,0.1,0.1
1700041C23Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700041M19Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700042B14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700042G07Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700042G15Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700044K03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700045H11Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700045I19Rik,3.068314,2.411736,2.131827,3.106914,0.409061,0.729643,0.113281,0.1,5.744112,6.234172,0.1,0.107641,0.128598,0.1
1700047G03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700047I17Rik2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.151228,0.1,0.1,0.1,0.1,0.1,0.1
1700047L14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700047M11Rik,0.1,0.1,3.473494,4.186232,37.877051,37.821532,32.549584,31.177335,0.154894,0.1,0.319272,0.1,0.1,0.1
1700048O20Rik,2.662172,2.047365,2.207542,2.520255,1.203569,1.617622,0.1,0.213877,1.576419,1.307481,0.326188,0.133643,0.83775,0.574271
1700049E15Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700049E22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700049G17Rik,0.462292,0.633059,1.44543,0.660004,0.503637,0.1,0.1,0.1,1.759548,1.551564,0.107886,0.1,0.26643,0.216198
1700049L16Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700052I22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700052K11Rik,1.702485,1.083515,1.225681,1.643966,1.032009,1.068339,1.648252,1.384199,0.837047,0.897566,1.115581,0.542737,2.60124,2.916262
1700052N19Rik,0.984096,1.213334,4.639668,4.497471,3.099981,2.71667,1.621386,1.862932,3.151977,3.168191,2.712199,2.495182,3.849221,3.844476
1700054K19Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700054N08Rik,6.851353,4.759608,1.819054,2.228845,1.28987,1.180439,0.927411,1.367408,0.474453,0.459395,0.730603,0.306049,1.033032,1.324749
1700054O13Rik,0.1,0.185785,0.1,0.1,0.127642,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700055C04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700055N04Rik,0.1,0.1,0.1,0.1,0.122708,0.224903,0.242538,0.12253,0.1,0.1,0.105812,0.1,0.1,0.125409
1700056E22Rik,0.1,0.184603,0.408286,0.879539,0.498268,0.496969,0.326899,0.445458,0.590047,0.525161,0.20974,0.205197,0.461207,0.419932
1700057G04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700057H15Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700057K13Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.135677,0.117847
1700058G18Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700060C20Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700061F12Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700061G19Rik,0.106167,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700061I17Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700061J05Rik,0.1,0.1,0.1,0.1,0.1,0.192613,0.11586,0.143652,0.1,0.12309,0.1,0.1,0.1,0.1
1700063A18Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700063D05Rik,0.1,0.1,0.142407,0.1,0.242201,0.103605,0.1,0.1,0.845243,0.240538,0.1,0.119394,0.1,0.1
1700065D16Rik,0.1,0.174131,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.114755,0.162359,0.1,0.1
1700065I16Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700065I17Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700065J11Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700065J18Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700066B17Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700066B19Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700066M21Rik,3.495065,2.516597,23.333203,15.154253,11.422339,7.79314,3.814806,4.244094,10.098061,11.238085,0.310824,0.17789,1.549646,1.562698
1700066O22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
