gene_symbol,N1,N2,OPC1,OPC2,GC1,GC2,MOG1,MOG2,A1,A2,MGL1,MGL2,Endo1,Endo2
Hhipl1,3.479248,1.643375,2.363633,2.905997,0.540466,0.623369,0.1,0.257878,10.174315,8.544564,0.1,0.1,0.1,0.1
Hhipl2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hhla1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hiat1,23.150328,25.330844,22.544706,23.857853,46.574204,35.163464,43.56941,46.097608,46.561958,41.831355,11.627016,10.122056,37.15661,37.637118
Hiatl1,15.52194,13.234505,35.382523,25.211848,32.20851,19.373003,16.055038,18.103073,23.587717,24.294981,6.748364,4.411534,22.700328,22.488003
Hibadh,12.120704,14.297631,31.372383,39.444111,28.360099,33.386396,29.754441,27.306623,23.428367,22.272975,14.537418,13.948073,17.296899,18.937203
Hibch,2.493113,3.400514,9.257976,6.802617,7.865444,4.302288,3.308334,3.621591,12.728264,10.341229,1.268066,0.76292,5.343211,5.808274
Hic1,0.384445,0.1,0.435561,1.436694,0.1,0.1,0.1,0.1,0.346748,0.562304,0.659287,1.295228,9.713293,10.143947
Hic2,3.543323,2.983395,2.35795,2.989952,1.2724,1.438275,0.207339,0.254304,2.253487,3.159107,2.86945,1.942078,1.650927,1.651647
Hif1a,23.034859,31.129609,41.260245,31.704925,31.738106,24.423743,6.559156,8.000061,29.965024,31.5938,18.656036,10.972069,41.7923,41.516739
Hif1an,9.290586,10.240757,6.278958,7.044403,4.458472,5.734464,3.311538,3.399188,8.050919,8.095508,6.187931,5.519252,2.685937,2.805717
Hif3a,0.582264,0.648135,0.228805,0.1,0.1,0.1,0.1,0.1,3.015829,1.283177,0.718523,0.397948,0.1,0.1
Higd1a,12.973889,11.606679,9.165442,9.19135,9.078335,8.855644,6.01371,6.287855,8.717612,8.267514,3.359613,1.975525,5.367755,5.980185
Higd1b,0.294675,0.157077,0.59239,0.119682,0.1,0.1261,0.1,0.1,0.65209,0.678642,0.126141,0.380356,22.868848,40.980028
Higd1c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Higd2a,59.605986,61.35088,75.680673,90.175666,55.364727,72.074479,91.572781,93.940318,35.49718,39.36137,147.891225,202.224691,112.290275,125.235655
Hils1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hinfp,4.341202,4.469978,5.19583,4.845988,3.391397,2.937409,1.031957,1.724878,7.568731,7.549661,3.136265,2.935584,4.161674,3.590578
Hint1,158.265484,149.774645,101.504697,160.621631,86.429901,126.997834,115.086235,119.008392,30.351277,38.866004,95.143785,116.835447,198.072342,246.839975
Hint2,10.095546,11.9642,13.538087,20.602628,17.145879,20.458927,16.603144,19.16856,10.898748,9.245411,11.321869,18.363639,36.950387,45.907929
Hint3,5.020619,5.995784,6.890415,7.001838,13.192866,10.750715,14.549821,14.901605,6.466237,5.653649,4.008394,4.898589,12.817253,12.852543
Hip1,4.43821,8.034607,37.527313,38.792804,15.333496,14.32414,7.960826,7.846811,16.689402,17.807808,2.441139,1.55081,28.368658,28.133904
Hip1r,27.64875,34.757588,44.769509,66.152138,51.668538,68.931412,40.570351,45.94595,8.177705,7.024266,1.928844,2.845101,9.491284,9.370113
Hipk1,16.284481,20.549765,17.1795,13.370719,11.202155,12.146571,3.885795,5.107316,13.019289,19.209443,10.142116,7.171005,21.308159,20.734607
Hipk2,7.869847,6.215929,11.399599,11.476668,34.370153,22.595216,16.641464,16.51143,10.306324,10.510265,5.00399,3.910494,2.44498,2.517564
Hipk3,13.63314,18.903439,8.968119,4.290632,7.091851,4.737645,1.438533,2.131844,6.471676,9.881707,3.595924,2.123863,21.747465,20.465924
Hipk4,0.381229,0.393649,0.133521,0.328193,0.1,0.113513,0.1,0.343148,0.282688,0.270967,0.160137,0.302479,0.233581,0.294947
Hira,9.759116,10.858884,10.429371,12.812434,7.905634,10.714681,6.120136,5.741835,8.926916,8.755539,5.914646,5.423844,7.452069,7.564682
Hirip3,2.474304,4.995847,5.170171,2.660603,1.710733,1.003347,0.792119,0.6246,3.505485,4.522505,1.066975,0.387928,2.546098,2.246841
Hist1h1a,0.3413,0.137396,0.16391,0.125135,0.607202,0.13225,0.658039,0.133389,0.300225,0.333203,0.1,0.1,0.224191,0.735049
Hist1h1b,0.1,0.1,0.1,0.1,0.183841,0.1,0.1,0.146303,0.285995,0.28561,0.1,0.1,0.167701,0.1
Hist1h1c,9.602013,4.092022,10.440157,10.218239,36.051357,50.896866,64.537866,102.232244,16.844862,33.885677,103.879124,85.422764,21.369367,24.586455
Hist1h1d,0.167239,0.1,0.1,0.100686,0.51501,0.543235,0.282318,0.848448,0.738989,0.658938,0.306917,0.223949,0.1,0.140486
Hist1h1e,0.622467,0.221772,0.414486,0.5467,2.78153,1.555529,4.299038,4.218239,2.583077,0.870362,0.792701,0.290789,0.24126,0.222202
Hist1h1t,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hist1h2aa,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hist1h2ab,0.268924,0.276932,0.1,0.1,0.168869,0.1,0.194052,0.376451,0.1,0.109275,0.1,0.72121,0.203561,0.195112
Hist1h2ac,0.129367,0.1,0.139576,0.161638,0.628106,0.619601,0.746104,0.730797,0.236959,0.261845,0.1,0.353736,0.1,0.132949
Hist1h2ad,0.608969,0.1,0.181633,0.258998,0.590487,0.717013,0.384182,0.743914,0.393267,0.378688,0.406139,0.23502,0.362722,0.408606
Hist1h2ae,0.43941,0.1,0.307239,0.576036,1.033361,0.679964,1.475962,1.66424,0.301369,0.419972,0.330695,0.499597,0.751336,0.639004
Hist1h2af,0.320109,0.346729,0.1,0.122989,0.349933,0.335242,0.154446,0.29272,0.231869,0.1,0.32504,0.1,0.312568,0.29592
Hist1h2ag,0.360351,0.1,0.318142,0.36885,0.198546,0.1,0.1,0.1,0.415084,0.172769,0.403777,0.22546,1.117557,0.679779
Hist1h2ah,0.416392,0.1,0.219321,0.169751,0.306013,0.511259,0.534703,0.78085,0.304258,0.362029,0.297422,0.271286,0.448783,0.389706
Hist1h2ai,0.333297,0.162127,0.178884,0.251174,0.667334,0.189781,0.300946,0.408182,0.184489,0.526023,0.332519,0.23198,0.69693,0.448669
Hist1h2ak,0.1,0.1,0.231324,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.226332,0.156558,0.1
Hist1h2an,0.351814,0.1,0.1,0.154183,0.166698,0.359571,0.724077,0.313473,0.47898,0.163313,0.19583,0.1,0.440728,0.474293
Hist1h2ao,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.149732,0.1,0.1,0.1,0.1,0.1,0.1
Hist1h2ba,0.1,0.1,0.1,0.1,0.368224,0.223883,0.256964,0.164779,0.1,0.1,0.1,0.1,0.1,0.1
Hist1h2bb,0.50732,0.1,0.1,0.1,0.459197,0.1,0.1081,0.1,0.293623,0.1,0.1,0.1,0.1,0.1
Hist1h2bc,7.755827,7.046581,21.794388,14.612476,90.166281,70.896624,157.985644,130.520832,31.786672,27.417235,31.716038,33.958382,13.795613,13.944489
Hist1h2be,0.1,0.1,0.442654,0.4488,2.645367,1.856793,4.124766,2.826543,0.274815,0.221565,0.221313,0.148663,0.298343,0.258443
Hist1h2bf,0.1,0.1,0.192415,0.1,0.512302,0.356438,0.372379,0.1,0.521915,0.283786,0.191518,0.244079,0.1,0.1
Hist1h2bg,0.858701,0.498417,1.390648,0.834693,4.90398,3.879766,5.237837,5.852575,3.628027,2.772967,2.876422,2.103184,1.111722,0.86883
Hist1h2bh,0.331616,0.1,0.400857,0.317562,0.823856,0.396649,0.691705,0.374265,0.734398,0.254674,0.332167,0.57125,0.1,0.1
Hist1h2bj,0.240181,0.35673,0.230056,0.36462,1.518902,0.956188,1.706402,2.188619,1.081287,0.72554,0.708003,1.42411,0.548066,0.234169
Hist1h2bk,1.549228,0.847181,3.339437,2.740289,13.198066,14.147786,26.77247,19.760095,6.249913,4.423481,4.928873,4.408375,1.870268,3.166088
Hist1h2bl,0.708858,0.155946,1.184541,2.025369,3.634483,5.642041,9.73702,7.491474,3.039788,1.302461,1.774131,3.311516,0.663695,0.882111
Hist1h2bm,0.183816,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.463033,0.1,0.181734
Hist1h2bn,0.213122,0.1,0.382521,0.1,1.57863,1.403764,2.346564,0.957095,0.547872,0.798338,0.341673,0.605231,0.271818,0.1
Hist1h2bp,0.1,0.1,0.1,0.1,1.068021,0.22474,0.1,0.399885,0.247517,0.1,0.1,0.1,0.1,0.161361
Hist1h2br,0.209124,0.158034,0.508406,0.406284,2.763788,1.489676,2.204167,2.478548,1.500466,0.889092,0.457978,0.307702,0.128438,0.226906
Hist1h3a,0.567197,0.351082,0.1,0.1,0.1,0.464079,0.1,0.1,0.348524,0.26106,0.635231,0.442833,0.290896,0.1
Hist1h3b,0.260711,0.408448,0.253258,0.1,0.258738,0.338717,0.797778,0.274966,0.506966,0.468533,0.183951,0.1,0.559155,0.783797
Hist1h3c,0.154852,0.1,0.1,0.165481,0.1,0.1,0.1,0.1,0.105785,0.182908,0.1,0.1,0.495322,0.678082
Hist1h3d,0.26048,0.408133,0.535312,0.1,2.984329,1.323715,2.792751,2.802144,0.935102,0.794695,0.333507,0.595671,0.75355,0.279622
Hist1h3e,0.776425,0.431139,0.1,0.783313,0.1,0.378941,0.1,0.3825,1.387898,0.852889,0.1,0.1,0.241492,0.404255
Hist1h3f,0.1,0.1,0.1,0.1,0.223115,0.1,0.113078,0.175211,0.110078,0.1,0.1,0.198556,0.1,0.281311
Hist1h3g,0.1,0.1,0.1,0.187713,0.1,0.1,0.190926,0.134533,0.1,0.1,0.1,0.1,0.108877,0.1
Hist1h3h,0.233596,0.1,0.225422,0.22609,0.347815,0.174891,0.582547,0.256106,0.249251,0.272667,0.316758,0.229896,0.412171,0.483571
Hist1h3i,0.531995,0.1,0.1,0.348944,0.538769,0.214768,0.765292,0.40006,0.440458,0.618296,0.339405,0.1,0.230172,0.515396
Hist1h4a,1.148426,0.25638,0.207453,0.198329,0.473838,0.944268,1.104217,1.48322,0.765372,1.167712,0.381613,0.1,0.821031,0.938715
Hist1h4b,0.110989,0.1,0.122954,0.1,0.1,0.1,0.119919,0.1,0.1,0.316706,0.1,0.1,0.1,0.158456
Hist1h4c,0.84247,0.1,0.1,0.578723,0.573592,0.455495,3.433667,1.086678,1.038459,0.418909,0.218145,0.1,0.421027,0.358481
Hist1h4d,0.443524,0.1,0.375448,0.123397,0.3746,0.1,0.1,0.258455,1.046097,0.515562,0.757067,0.151289,0.320281,0.364765
Hist1h4f,0.1,0.1,0.1,0.1,0.1,0.1,0.197149,0.1,0.1,0.1,0.1,0.1,0.165926,0.346815
Hist1h4h,0.432887,0.873023,0.537017,0.506426,6.5551,4.990392,12.555747,15.106847,0.479802,0.214006,0.678066,1.024267,1.685859,2.845996
Hist1h4i,0.818814,0.413318,1.427191,1.58893,8.471879,6.946549,12.771928,15.084292,0.969094,0.729338,2.695318,6.031131,1.545269,1.542045
Hist1h4j,0.429771,0.184072,0.1,0.1,0.609278,0.1,0.575183,0.63255,0.188871,0.365121,0.1,0.1,0.173418,0.515597
Hist1h4k,0.687597,0.453954,0.513865,0.298006,1.130562,0.1,0.927429,0.641909,0.1,0.1,0.193679,0.1,0.380675,0.288843
Hist1h4m,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hist1h4n,0.785422,0.539137,0.403267,0.1,2.981196,0.890745,3.147225,1.336858,0.618807,0.861349,0.161396,0.695207,0.30328,0.121916
Hist2h2aa1,0.511538,0.1,0.353495,0.1,0.234373,0.326117,0.666126,1.066038,0.39216,0.372509,0.7163,0.844914,0.1,0.1
Hist2h2ab,0.1,0.1,0.363803,0.1,0.1,0.1,0.1,0.1,0.150431,0.1,0.1,0.1,0.1,0.178924
Hist2h2ac,0.333048,0.1,0.269525,0.1,0.969907,0.662812,0.512614,0.675279,0.498921,0.389974,1.169398,0.907409,0.292142,0.105521
Hist2h2bb,0.854025,0.451014,0.275381,0.775698,0.753017,0.1,0.345989,0.366504,0.869071,0.41723,0.301911,0.180934,0.1,0.134995
Hist2h2be,0.976313,0.992294,1.154432,1.342023,0.96718,1.162861,0.492281,0.667175,1.65728,1.363854,0.539751,0.344243,1.268899,1.261089
Hist2h3b,0.682933,0.72985,0.781582,0.973143,1.457093,0.70625,2.51174,2.73492,1.339039,0.74144,1.847833,2.351292,0.219678,0.655597
Hist2h3c1,0.965016,1.038913,3.960401,1.932967,9.485087,6.546995,10.903475,8.920423,3.514786,4.016373,1.120113,1.319673,1.468531,0.994719
Hist2h3c2-ps,0.831238,0.742371,1.795365,1.63414,2.787144,2.908691,4.817943,4.977164,1.797786,1.032517,2.06121,2.599537,0.650586,0.534139
Hist2h4,0.868656,0.237552,0.112665,0.678475,1.156174,0.122386,0.446277,0.353658,0.238292,0.349125,0.1,0.1,0.1,0.1
Hist3h2a,21.238475,16.626402,11.854496,15.8026,10.622139,9.916035,7.706227,9.265973,4.351148,4.947044,4.239556,6.747951,6.886014,7.800763
Hist3h2ba,39.790296,28.092573,20.32212,37.719081,36.218754,40.439816,51.209243,51.739128,0.351857,1.178503,1.182288,1.615846,1.024207,1.244736
Hist3h2bb-ps,0.844029,0.506386,0.24512,0.886036,0.16225,0.18098,0.1,0.184425,0.418874,0.163398,0.1,0.101257,0.1,0.1
Hist4h4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.135812,0.1,0.1,0.1
Hivep1,7.245554,12.431571,5.683282,4.329966,2.637284,2.24017,0.714193,0.72098,13.34597,14.849683,9.23941,4.752173,5.945992,5.101382
Hivep2,3.009705,4.85988,5.383776,4.667768,1.395623,1.511565,0.427047,1.399183,5.127761,5.432333,3.309466,2.27722,5.388162,5.182917
Hivep3,4.0407,4.138276,0.905264,0.507779,0.869865,0.372515,0.491207,0.855646,0.804225,0.431254,8.126863,5.352916,0.1,0.1
Hjurp,0.621212,0.664672,2.110001,1.756202,0.822724,0.79101,0.1,0.183441,0.974363,1.564593,0.687581,0.444804,2.03604,2.205826
Hk1,40.036624,42.841335,18.548124,28.443046,7.435567,10.925328,5.991066,11.907505,15.017921,13.050637,12.194293,14.390845,23.451657,22.492677
Hk2,0.275526,0.509279,9.737766,2.291399,1.241071,1.084054,0.38735,0.630252,3.740361,5.111061,79.414129,44.041591,0.1,0.1
Hk3,0.1,0.264892,2.870887,1.467174,0.1,0.254177,0.120967,0.434255,0.1,0.1,55.497359,70.997633,0.1,0.1
Hkdc1,0.1,0.155543,0.1,0.390999,0.1,0.1,0.1,0.327977,0.16516,0.108748,0.360284,0.312846,0.1,0.1
Hlcs,1.466636,1.449692,2.139415,1.613692,2.744561,1.929296,1.473646,1.85142,3.6866,3.770412,0.368115,0.640447,2.596461,2.521854
Hlf,3.60139,3.243962,15.359367,11.036219,2.782467,2.518247,0.386421,1.264603,13.606445,12.275426,1.335282,1.511263,0.669734,0.609941
Hltf,2.288758,3.699255,9.196211,3.240581,6.094192,1.798369,0.943937,1.193363,2.956706,3.777065,2.288894,1.498246,3.33126,3.565809
Hlx,0.186504,0.1,0.75234,0.249502,0.1,0.1,0.1,0.1,1.153585,1.737448,18.086526,20.109501,13.151556,14.061396
Hmbox1,8.740213,9.031231,9.614055,10.006907,13.158332,11.177519,5.278783,7.27912,5.908072,6.461809,5.594797,3.500118,7.624791,7.45523
Hmbs,4.193047,3.741226,5.523066,8.04253,9.244353,14.704687,7.374359,8.51932,5.379161,5.875217,5.359242,6.24004,8.777759,10.144868
Hmcn1,0.1,0.106461,0.1,0.1,0.1,0.1,0.1,0.1,0.286972,0.278299,0.1,0.1,18.696346,16.730876
Hmg20a,10.397592,13.606971,18.398961,15.825618,15.443611,14.848329,4.88696,6.469811,15.077622,14.140192,8.848945,9.744526,11.245325,12.146093
Hmg20b,3.747886,5.30425,9.748544,11.871254,10.433022,13.738052,7.244395,7.852805,20.191519,18.74942,20.870526,20.915459,37.834901,42.302351
Hmga1,18.095373,16.256236,8.987438,12.290682,4.17619,6.789164,4.094001,4.500451,2.663986,4.426985,60.934864,72.233777,2.313921,2.205442
Hmga2,0.121891,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.413967,0.62046,0.1,0.1
Hmga2-ps1,0.1,0.264233,1.718469,1.142058,0.204546,0.422105,0.253471,0.502974,0.1,0.114342,16.686316,32.533105,0.123327,0.3589
Hmgb1,39.215205,34.769645,66.79833,40.755977,61.584946,32.446332,21.798102,24.0952,18.166738,28.137601,17.570558,11.625848,50.505355,51.931718
Hmgb1-rs17,0.111106,0.1,0.1,0.1,0.204532,0.200422,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hmgb2,4.018674,2.479513,14.722195,12.647847,5.418823,3.798637,0.50669,1.442365,20.319057,25.228542,5.666505,2.960643,20.049381,21.645104
Hmgb3,40.202897,31.843069,20.364529,22.952958,6.532821,9.006334,1.845933,3.000208,18.728293,24.480873,0.738861,0.349701,13.114469,14.99058
Hmgb4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hmgcl,7.703148,6.841985,19.018148,28.186827,15.775286,18.22567,21.543743,19.935095,13.723724,10.956612,38.227296,47.653936,17.405541,20.678583
Hmgcll1,5.016595,4.81622,4.071756,3.128128,1.18248,1.121573,0.1,0.102009,1.5167,1.591379,0.1,0.1,0.1,0.1
Hmgcr,28.578712,52.440962,39.201969,51.483226,79.265499,75.313246,43.463218,64.480257,194.475385,208.877709,6.022119,4.013112,21.722269,19.763264
Hmgcs1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hmgcs2,0.517584,0.230404,0.951073,1.305577,0.1,0.244199,0.132616,0.359399,1.939395,4.683641,0.257921,0.684353,107.697464,110.987921
Hmgn1,49.538986,42.774523,64.52778,77.057875,31.058412,36.805674,6.258311,8.55591,37.453039,51.686444,43.129352,30.975455,77.680856,87.075749
Hmgn2,57.724814,44.725359,48.921376,59.567701,49.297086,50.849006,32.963547,35.990371,18.430493,31.2389,25.177068,16.230939,47.292201,54.442127
Hmgn3,31.903849,37.428007,45.907026,27.538468,36.549668,23.825367,22.036642,25.408871,93.275599,89.705393,1.674754,0.942574,7.356008,6.802164
Hmgn5,0.637962,1.581616,5.659144,1.448368,1.103261,0.296155,0.391407,0.414292,3.501665,4.466047,0.1,0.1,7.31287,6.712392
Hmgxb3,5.112339,4.609763,4.472086,6.706291,8.559433,10.687186,3.940645,3.96169,6.194984,5.733111,15.161625,17.69054,7.114914,6.741426
Hmgxb4,2.277755,3.464629,5.264311,4.221548,3.38841,2.343015,1.68939,1.751307,4.889924,4.597204,1.608022,1.776579,4.318164,4.859591
Hmha1,0.164699,0.134204,5.704226,2.954708,0.227411,0.183945,0.374578,0.560605,0.102564,0.1,97.334501,119.805397,0.318353,0.199231
Hmmr,0.141457,0.140468,2.58574,1.637265,0.197744,0.1,0.1,0.1,0.794875,1.383196,0.152226,0.1,1.298843,1.166966
Hmox1,2.57227,2.294974,22.260374,27.742988,9.471041,17.785121,3.901168,8.113614,15.028422,14.678352,280.410562,240.436212,48.163047,46.490396
Hmox2,14.672974,18.846483,21.063792,27.929477,27.435471,24.318871,70.783386,60.260481,8.363807,8.185828,42.516774,41.884277,16.960762,20.781356
Hmx1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.12536,0.1,0.1,0.1,0.1,0.1
Hmx2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hmx3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hn1,119.66648,97.212146,39.654111,59.816485,11.69115,17.267725,4.211295,6.736149,7.830979,14.657323,61.980173,76.273216,22.789094,24.370851
Hn1l,3.444198,2.837453,6.484541,10.587946,14.00865,14.984954,14.752128,19.941276,2.084492,3.282752,7.022012,5.878725,8.987527,10.372248
Hnf1a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hnf1b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hnf4a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hnf4g,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hnmt,7.349839,7.468755,9.305702,4.690291,3.801346,1.19401,2.124801,2.380007,2.242798,2.104943,4.889118,3.690783,0.218241,0.145056
Hnrnpa0,120.501082,94.263036,88.435623,84.304282,48.340236,48.148421,14.311011,17.229939,34.961097,50.961811,56.978312,51.473374,76.56872,73.468623
Hnrnpa1,15.957617,22.15721,13.789848,3.188177,6.841125,3.528104,0.440569,0.703305,4.651616,5.354587,2.564614,1.57788,7.057511,8.637294
Hnrnpa2b1,153.677407,173.859374,275.801811,117.069366,194.199493,95.922299,40.124237,53.059808,301.145299,308.601052,70.430984,40.308351,146.449134,142.964788
Hnrnpa3,12.377021,14.345525,14.947161,5.835378,8.328015,3.560302,1.408222,1.687734,8.096072,16.276594,2.165724,1.374854,7.853587,7.361601
Hnrnpab,92.433623,79.279077,66.088416,79.462641,73.550183,81.169151,33.196629,38.220297,27.844964,36.647633,109.706748,63.524748,91.370309,96.504558
Hnrnpc,43.724219,44.713286,59.69514,70.106233,62.518354,67.841057,49.823073,46.367679,26.47208,30.568774,50.97947,39.824735,65.519307,70.401713
Hnrnpd,29.754097,25.282399,24.888646,17.118434,12.653567,8.687015,2.075162,2.84604,14.589973,16.096252,10.518784,7.363045,11.891143,11.343281
Hnrnpf,13.090572,14.515219,27.195725,25.007265,25.680514,24.54438,8.232952,12.626927,15.769945,20.980266,37.019952,24.188031,49.387179,47.76579
Hnrnph1,122.717227,126.377538,150.413768,56.655114,87.503087,36.796623,6.096687,10.505239,112.32332,130.120104,32.65995,13.050332,54.729086,58.568994
Hnrnph2,29.444423,29.581633,40.516915,22.603134,31.076809,13.714498,9.678448,11.183532,21.329653,27.143829,14.697646,8.547461,28.129046,28.413729
Hnrnph3,17.451306,15.261759,22.40259,10.921833,11.898663,5.442228,3.330321,3.894858,14.476957,15.823608,2.805114,1.895997,4.874508,5.881536
Hnrnpk,57.230986,52.406033,69.935471,64.08775,56.554338,52.069194,17.459507,22.5866,37.007495,46.807589,39.166781,26.741533,52.91084,55.328296
Hnrnpl,78.053892,76.321751,87.480977,117.202326,84.961622,118.145489,28.040994,36.052144,85.635556,84.891443,103.260055,100.416194,108.905002,111.259624
Hnrnpm,37.212308,41.412927,55.621943,23.073072,41.964192,17.317658,6.833252,8.643682,45.274174,49.504848,17.30522,10.734428,34.251488,32.823463
Hnrnpr,27.057898,25.57776,31.905216,21.615235,24.339041,14.831949,5.43592,6.935111,14.81066,21.593898,4.840082,3.154519,14.233618,15.41196
Hnrnpu,85.563379,97.878432,118.870191,60.984729,84.072966,47.822428,18.084666,24.00741,99.667446,100.226778,43.566517,22.049813,62.536163,60.018766
Hnrnpul1,33.508135,26.728501,40.746493,40.316211,28.630587,29.033778,12.458311,14.069827,18.509773,22.646895,55.950537,47.99206,29.769206,25.805729
Hnrnpul2,33.697975,34.762931,28.906854,18.239294,27.159532,16.839102,11.273479,12.473917,14.916656,17.07378,12.680956,8.830683,18.585832,17.352131
Hnrpdl,76.240306,64.525055,78.798171,55.892621,51.99267,44.38269,12.287625,20.438289,83.778135,76.746289,29.534132,15.323053,48.822409,50.991332
Hnrpll,20.580771,18.597213,24.885966,18.792408,15.331081,13.514912,4.698109,5.780996,18.497126,22.042276,7.332368,4.743709,16.544145,16.681858
Hoga1,0.52412,0.577802,0.254393,0.251067,0.1,0.10326,0.1,0.1,2.094314,2.264122,0.651397,0.759859,0.444263,0.545892
Homer1,15.828023,13.766014,12.473426,8.829735,15.215796,6.319188,2.407395,2.96248,11.81671,18.693596,0.935328,0.926923,4.816657,4.952827
Homer2,6.994431,8.531812,2.069856,3.079358,0.826252,1.061178,0.14014,0.588744,0.679083,0.624155,0.416787,0.31799,0.1,0.1
Homer3,4.976856,4.446866,4.42697,6.689739,12.854309,16.268488,8.546722,9.340657,8.810609,8.136473,16.125108,19.953304,20.1732,23.35518
Homez,0.364719,0.251574,0.619725,1.034276,0.499832,0.624378,0.367002,0.266353,1.259563,0.630043,0.726959,0.52292,0.801337,0.665647
Hook1,6.210944,11.196591,5.700835,2.935577,3.050202,1.84052,0.1,0.274104,1.620316,2.072367,0.1,0.1,0.245708,0.30397
Hook2,6.92101,8.154189,3.281044,2.856155,0.980446,1.238146,0.1,0.214212,2.751202,2.836983,1.576201,1.740824,0.529781,0.354249
Hook3,5.66613,6.878442,14.380314,4.436208,11.580428,3.716551,1.318675,2.043507,16.221134,16.335389,1.076006,0.687515,6.356652,6.085273
Hopx,11.48648,9.179608,5.264922,3.797539,0.804174,0.957076,2.269374,3.795956,23.837591,21.762766,1.288752,1.431909,57.311821,58.398911
Hormad1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hormad2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.290549
Hoxa1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxa10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxa11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxa11as,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxa13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxa2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxa3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxa4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxa5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxa6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxa7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxa9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxb1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxb13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hoxb2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
